job_id	entity_id	conformation	seed	job_hash
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__A_CENTER__H3__B07__M01_8x6b_s917_d6787d8d484b	V29_RF__RFV1__PLDNANO_VHH_00010__A_CENTER__H3__B07__M01	8x6b	917	d6787d8d484b2654e6e075043bad4512b58805e5e908eabe084a494a1fccf191
CANDIDATE_V29_GEN__C0418__2FAB5B01CBF7BAD5_9e6y_s1931_d67c4ff7d859	V29_GEN__C0418__2FAB5B01CBF7BAD5	9e6y	1931	d67c4ff7d85961ee519c9c8cbfb2a8c968af9e8772e70bbaa645dd2befddecba
CANDIDATE_V29_GEN__C0409__EA9D26C1D51CBA5E_9e6y_s1931_d67fe5581294	V29_GEN__C0409__EA9D26C1D51CBA5E	9e6y	1931	d67fe5581294b723ad27c964f098bf7b2a2e9e11749f7cebcb2060afd60242a6
CANDIDATE_V29_GEN__C0076__E61DFBEFE46CC9AD_8x6b_s917_d684ab7c7579	V29_GEN__C0076__E61DFBEFE46CC9AD	8x6b	917	d684ab7c7579c54dbbbc892253303be58fe205c9d1393412e2139e4f7f0a8882
CANDIDATE_V29_GEN__C0114__D2B14B86911B4EAA_8x6b_s3253_d68f898ef823	V29_GEN__C0114__D2B14B86911B4EAA	8x6b	3253	d68f898ef823412f2afca5a3ec4b3be0cc679354d44d77a1d8b2fba537dbd64e
CANDIDATE_V29_GEN__C0086__4DF4B96AF45A450F_8x6b_s917_d697a490fd65	V29_GEN__C0086__4DF4B96AF45A450F	8x6b	917	d697a490fd65698bc52b918e0ba0ccdfe43975c50b4f0c1d0075b1f4aba02b38
CANDIDATE_V29_GEN__C0113__F9250FAA70412606_9e6y_s917_d699bdf28d0e	V29_GEN__C0113__F9250FAA70412606	9e6y	917	d699bdf28d0e7eb8fe799b0a5575761719276b99a506e00603277754b71ca61f
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00866__C_CROSS__H3__B02__M00_8x6b_s3253_d69faebc3096	V29_RF__RFV1__PLDNANO_VHH_00866__C_CROSS__H3__B02__M00	8x6b	3253	d69faebc3096dff9b5a2c71ce7ed43242650aad3567292f23f034a4b48f795d8
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00371__C_CROSS__H1H3__B10__M01_9e6y_s917_d6a4ba789d03	V29_RF__RFV1__PLDNANO_VHH_00371__C_CROSS__H1H3__B10__M01	9e6y	917	d6a4ba789d038802387927794755eb56d1ace397895e6c57c7e113853c16dd46
CANDIDATE_V29_GEN__C0354__C613FF655BDAEBCD_9e6y_s1931_d6aa1ee96689	V29_GEN__C0354__C613FF655BDAEBCD	9e6y	1931	d6aa1ee96689228d1541fb279974de818d00ac26f487937304e4787294f9ed0a
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00464__A_CENTER__H1H3__B02__M00_8x6b_s917_d6ae7cc6b8fd	V29_RF__RFV1__PLDNANO_VHH_00464__A_CENTER__H1H3__B02__M00	8x6b	917	d6ae7cc6b8fd406cf055df956b0ec9061810e925ccc163166dd7acf2e5335e65
CANDIDATE_V29_GEN__C0474__A3931B5D15FFD5ED_8x6b_s3253_d6b1ca446775	V29_GEN__C0474__A3931B5D15FFD5ED	8x6b	3253	d6b1ca44677542973b9b6dbefea1c897886541f6912c910c8ab6a44cbec0ebc4
CANDIDATE_V29_GEN__C0106__18E128AD16ACC7FD_9e6y_s917_d6b981c74c0d	V29_GEN__C0106__18E128AD16ACC7FD	9e6y	917	d6b981c74c0d1f7ec7684cd73613dba7b78ba6d4daef853efe95f3210f25b1cf
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00866__C_CROSS__H3__B02__M01_8x6b_s917_d6bbac3906bd	V29_RF__RFV1__PLDNANO_VHH_00866__C_CROSS__H3__B02__M01	8x6b	917	d6bbac3906bdedd1bb9182860dc03e586d848fea9634ebc97e74a3ea4a34759a
CANDIDATE_V29_GEN__C0146__DDE42FC0FE830D2F_8x6b_s917_d6bd18dec54e	V29_GEN__C0146__DDE42FC0FE830D2F	8x6b	917	d6bd18dec54e65d0b14357f1d6611308f64f8c34f81a2954c127d5fdef8fcc78
CANDIDATE_V29_GEN__C0150__ECDFA3D6AAF7BFB5_8x6b_s917_d6c0868e1d95	V29_GEN__C0150__ECDFA3D6AAF7BFB5	8x6b	917	d6c0868e1d95c7bf3f3af8c13e2f903ff6021e82f3cfd9d0a70bad26076ae1b2
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00874__C_CROSS__H3__B05__M00_8x6b_s917_d6ca2c30045a	V29_RF__RFV1__PLDNANO_VHH_00874__C_CROSS__H3__B05__M00	8x6b	917	d6ca2c30045a3746e07672777f7ffc566f45c8b3cdc265a213622fd8e06d8def
CANDIDATE_V29_GEN__C0107__33E5CE749817B12D_9e6y_s917_d6cedc1108e5	V29_GEN__C0107__33E5CE749817B12D	9e6y	917	d6cedc1108e5b89be18aafd3442bbfcabac879f00ccc9dbb97e066d88afe4e58
CANDIDATE_V29_GEN__C0173__C74F40CC1BB52C22_9e6y_s917_d6da9f079957	V29_GEN__C0173__C74F40CC1BB52C22	9e6y	917	d6da9f079957e24242efd8f2dad3244b26022d8c6489da7d52d3b51912d576ed
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00515__A_CENTER__H3__B10__M00_8x6b_s917_d6dcc64de138	V29_RF__RFV1__PLDNANO_VHH_00515__A_CENTER__H3__B10__M00	8x6b	917	d6dcc64de1383933bd9be30523186d4616d800d213c3c3142f3882759478ce49
CANDIDATE_V29_GEN__C0107__636DB83619E15D3B_8x6b_s917_d6e3523ba2cf	V29_GEN__C0107__636DB83619E15D3B	8x6b	917	d6e3523ba2cf2c2e762c3f51825647ccd5dec1c1b64166dce0d00841edca8d07
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00312__C_CROSS__H3__B10__M01_8x6b_s917_d6f2a5411cbc	V29_RF__RFV1__PLDNANO_VHH_00312__C_CROSS__H3__B10__M01	8x6b	917	d6f2a5411cbc23d7049cf7f3b81d24d57e366d7a09f5ba935e49adcebc4b5992
CANDIDATE_V29_GEN__C0007__CE8BE152DBE9E7C1_8x6b_s917_d6f92f4d67f0	V29_GEN__C0007__CE8BE152DBE9E7C1	8x6b	917	d6f92f4d67f054af7c5ccdd5a76c2e7cc32b342e3d7519d5c488de211545870a
CANDIDATE_V29_GEN__C0195__938E715030962AB3_9e6y_s917_d6fd04cba15f	V29_GEN__C0195__938E715030962AB3	9e6y	917	d6fd04cba15fd8376d98bf8f88f4e84d267b36564177a7e7b15f5e25d332b542
CANDIDATE_V29_GEN__C0173__B02EBD81ED6D97A0_9e6y_s917_d6ff053165bc	V29_GEN__C0173__B02EBD81ED6D97A0	9e6y	917	d6ff053165bc242a3d6617bef3c8e7ca374e6c48d52899c1f98dbe489b66b77b
CANDIDATE_V29_GEN__C0107__638D1CAF5034973B_9e6y_s917_d703321b0135	V29_GEN__C0107__638D1CAF5034973B	9e6y	917	d703321b013579b81d86798a85ce142aa9b2453b24878156e2805b2791f94bc3
CANDIDATE_V29_GEN__C0514__0060EFD6138760CA_8x6b_s917_d705314e6bff	V29_GEN__C0514__0060EFD6138760CA	8x6b	917	d705314e6bff5538d121a44228a1ae82da0e4758c86d36fe143915c3cbd4d7fd
CANDIDATE_V29_GEN__C0065__460039C3F90076E9_8x6b_s3253_d710e7b50e23	V29_GEN__C0065__460039C3F90076E9	8x6b	3253	d710e7b50e23d914fbaa0ea399ddb774e0c0adc74c68aec61e2fb4ede5ee7f22
CANDIDATE_V29_GEN__C0196__6433F1E971E6CD54_8x6b_s917_d71241b420f1	V29_GEN__C0196__6433F1E971E6CD54	8x6b	917	d71241b420f1fc8503353ad87f5109c710c546b4f78f3f9e8cc3a5a2e4404fa3
CANDIDATE_V29_GEN__C0116__41357592B8543B9D_8x6b_s917_d71751e3e3f8	V29_GEN__C0116__41357592B8543B9D	8x6b	917	d71751e3e3f81ff57b1eef44dbe188a13885cac3905093d45f0e66eba48dfbdf
CANDIDATE_V29_GEN__C0509__809DAFC6C59314F3_8x6b_s917_d71f50ecf1c8	V29_GEN__C0509__809DAFC6C59314F3	8x6b	917	d71f50ecf1c8e4373a55a0b117847134decf578acfe5e11d4430dfc2a991d902
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00874__C_CROSS__H3__B06__M01_9e6y_s917_d724823a9bd6	V29_RF__RFV1__PLDNANO_VHH_00874__C_CROSS__H3__B06__M01	9e6y	917	d724823a9bd66231c66c68d9da60c22a896c981ede1ae7d1b6b71d21d9332916
CANDIDATE_V29_GEN__C0248__DEB83921FF8E8ED6_9e6y_s917_d725ce88a794	V29_GEN__C0248__DEB83921FF8E8ED6	9e6y	917	d725ce88a794b9b12e31d0876511d544a7b9d78e1745c181dfa33b394404db24
CANDIDATE_V29_GEN__C0114__2D9CE69ABCB86083_8x6b_s917_d72b35fbc592	V29_GEN__C0114__2D9CE69ABCB86083	8x6b	917	d72b35fbc5920f061f3a26b720d5f0848ce6cdcfedb5328800b0b4b025c9d0f3
CANDIDATE_V29_GEN__C0146__8E12E031599258BB_9e6y_s917_d7314a33b416	V29_GEN__C0146__8E12E031599258BB	9e6y	917	d7314a33b41630d5e2276b9a17a3451f42741e95af4db2b4c868da35595a9c66
CANDIDATE_V29_GEN__C0527__284D337520E2F10E_8x6b_s917_d73381a003d3	V29_GEN__C0527__284D337520E2F10E	8x6b	917	d73381a003d36ea494690110b0fd2c98f2279d2491571869066a08f642b0c860
CANDIDATE_V29_GEN__C0054__B8811BB87EFC0C0B_9e6y_s917_d73576358928	V29_GEN__C0054__B8811BB87EFC0C0B	9e6y	917	d73576358928c9cff995b4959fe3a96b317f6d874702e30c61c3f48a491f47be
CANDIDATE_V29_GEN__C0144__6F4A73E3C9E7F78C_8x6b_s917_d7362730bc72	V29_GEN__C0144__6F4A73E3C9E7F78C	8x6b	917	d7362730bc7299267bf2474c7ebbbe20ac6569cd6d1a392606744ef6c986ae94
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00874__A_CENTER__H3__B03__M01_9e6y_s917_d73afcbec4ca	V29_RF__RFV1__PLDNANO_VHH_00874__A_CENTER__H3__B03__M01	9e6y	917	d73afcbec4ca681cf5252a0bc415a2acc169d2e76ee801b68966703aebece1df
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__B_LOWER__H3__B07__M00_8x6b_s917_d7454d3f884d	V29_RF__RFV1__PLDNANO_VHH_00010__B_LOWER__H3__B07__M00	8x6b	917	d7454d3f884d618c01d801b61df94ad5dbb31934d45cd39fcd9f1082ffcc39c5
CANDIDATE_V29_GEN__C0065__BE93A09E7331DAD0_9e6y_s917_d74a552ee5b6	V29_GEN__C0065__BE93A09E7331DAD0	9e6y	917	d74a552ee5b6c13a06f2840496f752aa67b31c29d1f92e5e26936af0d76d500e
CANDIDATE_V29_GEN__C0348__2755E2E8D1258786_9e6y_s917_d751c3614284	V29_GEN__C0348__2755E2E8D1258786	9e6y	917	d751c3614284c0c84b1c82144515b6f9f8f2dcc994059786bab80df5b9ba354d
CANDIDATE_V29_GEN__C0379__FBF68EF5EB4B362D_8x6b_s917_d7568347d545	V29_GEN__C0379__FBF68EF5EB4B362D	8x6b	917	d7568347d54583099b91505b1f4f9887afc073d735f4d0cd72c970ac8aa409b5
CANDIDATE_V29_GEN__C0076__2A7197D466741478_9e6y_s917_d760bfcd277b	V29_GEN__C0076__2A7197D466741478	9e6y	917	d760bfcd277b5cc12a31d41543b7c98a78fb53f8832d24f2a070e923c5ef8197
CANDIDATE_V29_GEN__C0409__668AE5872C699CF7_8x6b_s917_d7659c6b6ddb	V29_GEN__C0409__668AE5872C699CF7	8x6b	917	d7659c6b6ddb2f876111ff9b9f8ce48d1731dfa5baaa0737dc83acfc41d9e1d2
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00197__C_CROSS__H1H3__B07__M00_8x6b_s917_d7680442c4d2	V29_RF__RFV1__PLDNANO_VHH_00197__C_CROSS__H1H3__B07__M00	8x6b	917	d7680442c4d2fe8d8cf800061cde0416c28390db59fe61bb5711a214c37e2b06
CANDIDATE_V29_GEN__C0052__A4C3F9BE833CFED2_8x6b_s917_d76b01bcef15	V29_GEN__C0052__A4C3F9BE833CFED2	8x6b	917	d76b01bcef15be18ebd26d4a65d982a924ae66845bfdacec2f28c5bd57fd14ae
CANDIDATE_V29_GEN__C0107__F7AE301EA0520176_9e6y_s917_d771c0afe88e	V29_GEN__C0107__F7AE301EA0520176	9e6y	917	d771c0afe88eb8b7337e635348649884c915b611d12efdd577999242e0d36f33
CANDIDATE_V29_GEN__C0144__16EEDA9C23B9CEB1_9e6y_s917_d77406ffecf8	V29_GEN__C0144__16EEDA9C23B9CEB1	9e6y	917	d77406ffecf81a2bd79a457ea598d1eeb3bf44214005b3c57ef6bb233caa2530
CANDIDATE_V29_GEN__C0075__C027741112BB47EE_9e6y_s917_d780802c13e9	V29_GEN__C0075__C027741112BB47EE	9e6y	917	d780802c13e9078f3b69d931830f3c905951c249209787e93c8eb614ffa62b8b
CANDIDATE_V29_GEN__C0324__6D811B2BD28F9CDA_9e6y_s917_d78225b68254	V29_GEN__C0324__6D811B2BD28F9CDA	9e6y	917	d78225b6825427c6e43786ad219db364199b550e6122acade02b5419a10bfe7c
CANDIDATE_V29_GEN__C0076__230A06BA1D78C423_9e6y_s917_d78827b466f2	V29_GEN__C0076__230A06BA1D78C423	9e6y	917	d78827b466f23fa0a1600fc6125e071a0a7a497d70cba7eb9e11091a217c6e22
CANDIDATE_V29_GEN__C0102__34F211A12324E2F6_9e6y_s917_d78a13018696	V29_GEN__C0102__34F211A12324E2F6	9e6y	917	d78a13018696e6ba60cfde20b47d5cf288b585e9ad7f8c6cf607d261adfe707c
CANDIDATE_V29_GEN__C0119__96950B49D9371F6B_9e6y_s917_d78bb63b33ca	V29_GEN__C0119__96950B49D9371F6B	9e6y	917	d78bb63b33ca9c730eba14bb1591ae7d0a0021bc40eb8f0dd2858b3d7d745ec8
CANDIDATE_V29_GEN__C0360__CAEE41D848BCA4E8_8x6b_s917_d7946c75e67e	V29_GEN__C0360__CAEE41D848BCA4E8	8x6b	917	d7946c75e67ecea3bdada279e9fb94c87350abf0862803fde22a9625bf6c7b89
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00882__B_LOWER__H1H3__B07__M01_8x6b_s917_d7962df61458	V29_RF__RFV1__PLDNANO_VHH_00882__B_LOWER__H1H3__B07__M01	8x6b	917	d7962df6145813eab2f498b9192224d8fae97a9164e85a26964ab90ca6e157ec
CANDIDATE_V29_GEN__C0076__1CB0AA30F591FE5F_9e6y_s917_d79e8a02eb7d	V29_GEN__C0076__1CB0AA30F591FE5F	9e6y	917	d79e8a02eb7d86dac199031fa62ab390bb3ea637bfdb6f97c3b962dd303e0f3e
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__A_CENTER__H3__B07__M00_8x6b_s917_d7a34cd586ce	V29_RF__RFV1__PLDNANO_VHH_00010__A_CENTER__H3__B07__M00	8x6b	917	d7a34cd586ced9e9016bcc340c0e5519aa519a930a4ff14d40c3300b128204b6
CANDIDATE_V29_GEN__C0144__7AFF70222751601D_8x6b_s1931_d7b69a84ea05	V29_GEN__C0144__7AFF70222751601D	8x6b	1931	d7b69a84ea05f30e0d72f6c07a39486e6c063715750fc11a7d83130efff0845b
CANDIDATE_V29_GEN__C0514__8FD775FE90A6CC26_9e6y_s1931_d7bc3dec70b2	V29_GEN__C0514__8FD775FE90A6CC26	9e6y	1931	d7bc3dec70b21b221ec9be09b8e43d916313d70c32a89514f276ae1f5db791d8
CANDIDATE_V29_GEN__C0348__2F337BD2E5DEED96_9e6y_s917_d7bddcf510d7	V29_GEN__C0348__2F337BD2E5DEED96	9e6y	917	d7bddcf510d7783ebe936c842c3cc2b48d2e649a954a08ce573f36930eeae332
CANDIDATE_V29_GEN__C0115__CB0026E3BA9D73EB_8x6b_s917_d7c29e877436	V29_GEN__C0115__CB0026E3BA9D73EB	8x6b	917	d7c29e8774368f59c1e1941169da607f58d8a915972bb23e4f6ec0438fe489b5
CANDIDATE_V29_GEN__C0299__3017246E3B517177_9e6y_s917_d7c6555f1ac0	V29_GEN__C0299__3017246E3B517177	9e6y	917	d7c6555f1ac0c434a18d84bc761c6f62ff40254a3c4393fa7cec6bf11732cb44
CANDIDATE_V29_GEN__C0514__D8A54BF1458AF93E_9e6y_s917_d7cdaba175d6	V29_GEN__C0514__D8A54BF1458AF93E	9e6y	917	d7cdaba175d68492d7f5325f2ca34210d5cfada7d0b50a61505d39dd85a09929
CANDIDATE_V29_GEN__C0075__30E0A21423B07653_8x6b_s917_d7cee8f2e493	V29_GEN__C0075__30E0A21423B07653	8x6b	917	d7cee8f2e493e5a961dc201643d234d3799ccf7b1112026e3bf3f2353cc195d0
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00481__A_CENTER__H3__B04__M01_8x6b_s917_d7d36ba31f4b	V29_RF__RFV1__PLDNANO_VHH_00481__A_CENTER__H3__B04__M01	8x6b	917	d7d36ba31f4bebc37268da08cf6e983458ef8156c87ca9d939c71019c188883c
CANDIDATE_V29_GEN__C0119__7D74C1D8710C2F41_9e6y_s917_d7d47b125fea	V29_GEN__C0119__7D74C1D8710C2F41	9e6y	917	d7d47b125fea49b05b26257dbffd84d0467a080be3d5b4001e13cf060266d6f7
CANDIDATE_V29_GEN__C0258__1763ADAA712CB181_9e6y_s917_d7d7de672ffd	V29_GEN__C0258__1763ADAA712CB181	9e6y	917	d7d7de672ffdd749dff7326647f2330b90430840edd7bf20b90532f030a3d036
CANDIDATE_V29_GEN__C0065__E743606FC789C4B1_8x6b_s917_d7dafb097bbd	V29_GEN__C0065__E743606FC789C4B1	8x6b	917	d7dafb097bbda1a791e25c3d3b49a88daf172656d2ea1546f5d4136e4a898c7e
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00876__A_CENTER__H1H3__B09__M00_8x6b_s917_d7ddf0c35ba4	V29_RF__RFV1__PLDNANO_VHH_00876__A_CENTER__H1H3__B09__M00	8x6b	917	d7ddf0c35ba4c30102cb5c789cf5566555b450ac5234566fe73be1f0c5ff38b6
CANDIDATE_V29_GEN__C0409__5DA185D21CA10712_9e6y_s1931_d7df8016b637	V29_GEN__C0409__5DA185D21CA10712	9e6y	1931	d7df8016b63738e01b6c7eaf1f08e95703b38fedd1b69cac722d96f23774264d
CANDIDATE_V29_GEN__C0504__17994260DBBBA6EF_8x6b_s917_d7dfbd23b948	V29_GEN__C0504__17994260DBBBA6EF	8x6b	917	d7dfbd23b948f4b71d72f8b3e7baef545a0c067e814c5b8f14f5793401b8873d
CANDIDATE_V29_GEN__C0502__D04866DEE1E639CA_8x6b_s917_d7e04b9d8795	V29_GEN__C0502__D04866DEE1E639CA	8x6b	917	d7e04b9d87958260d1ed9cec2bfbe87a3892033a1def659a48aef830741acfbc
CANDIDATE_V29_GEN__C0030__86CCC5C3ACAFCE7E_8x6b_s917_d7e311a0dbdb	V29_GEN__C0030__86CCC5C3ACAFCE7E	8x6b	917	d7e311a0dbdbf3458edfd6f394912c8cd67d2f95819ccf896578b613d61fbae2
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00616__C_CROSS__H3__B07__M01_9e6y_s917_d7e8f62e5d48	V29_RF__RFV1__PLDNANO_VHH_00616__C_CROSS__H3__B07__M01	9e6y	917	d7e8f62e5d4832841564055adff39624637c991dcf4fa26e35c6e532ae164643
CANDIDATE_V29_GEN__C0138__CB97FA0045466B24_8x6b_s3253_d7f47daea426	V29_GEN__C0138__CB97FA0045466B24	8x6b	3253	d7f47daea426f17631dc87f773eaaaebbc794c265da35a4e884ed104d45213d4
CANDIDATE_V29_GEN__C0171__03787268FE1F788A_8x6b_s1931_d7f9369c84c8	V29_GEN__C0171__03787268FE1F788A	8x6b	1931	d7f9369c84c80e2c661605d06cece548a59458ec24be21ae7537de08acef8be2
CANDIDATE_V29_GEN__C0030__B4B4A0DD2EB6299C_9e6y_s917_d7fea4beb2ee	V29_GEN__C0030__B4B4A0DD2EB6299C	9e6y	917	d7fea4beb2ee5cbe85c55a0bf2bc6878689e8a445d25fce3eedec759e911e57c
CANDIDATE_V29_GEN__C0052__EF26D2ADA0B5AF49_9e6y_s917_d800de4f3bc4	V29_GEN__C0052__EF26D2ADA0B5AF49	9e6y	917	d800de4f3bc43bee53b8240552bb12f6df8743ea8205f2f6ab45de07524209b5
CANDIDATE_V29_GEN__C0196__445D17EF988C91CD_9e6y_s917_d807be5f4a9e	V29_GEN__C0196__445D17EF988C91CD	9e6y	917	d807be5f4a9ed3379b06d588091ba7b24157d2e0172d68c773ff20d2c3a50a0a
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00481__B_LOWER__H3__B11__M02_8x6b_s917_d80a07bba9da	V29_RF__RFV1__PLDNANO_VHH_00481__B_LOWER__H3__B11__M02	8x6b	917	d80a07bba9daf3e5350e837c8c91d72db032aadefc48948ffc77c2bb23d0e3b6
CANDIDATE_V29_GEN__C0065__1C1DD86BE236237E_9e6y_s917_d80fbbe90abf	V29_GEN__C0065__1C1DD86BE236237E	9e6y	917	d80fbbe90abfea5b9bced7b8f093b72dd37463794705512a716392c3708503cf
CANDIDATE_V29_GEN__C0176__17E24A92005A8E1E_8x6b_s917_d81813038962	V29_GEN__C0176__17E24A92005A8E1E	8x6b	917	d81813038962fccad1f920e7b54b781e34c0ea649f426e03b111ff1aa27faf50
CANDIDATE_V29_GEN__C0054__AD9D820656AE5920_9e6y_s1931_d81fa921abb5	V29_GEN__C0054__AD9D820656AE5920	9e6y	1931	d81fa921abb5c6fa3d08da4020d9d4811f6d5e1154c3e0798d51859357b0e129
CANDIDATE_V29_GEN__C0171__D33442342BF59A4C_8x6b_s917_d8232c394b7d	V29_GEN__C0171__D33442342BF59A4C	8x6b	917	d8232c394b7d3520b44086c03f8a6a8db3215df9389d3cb4c497a606d88c914f
CANDIDATE_V29_GEN__C0150__4FA099EE154A07C7_8x6b_s917_d823be53c984	V29_GEN__C0150__4FA099EE154A07C7	8x6b	917	d823be53c9843b7c2bde3f15ae313e9145e37b484a1a6cfb6d19fbb2bb6a7e2c
CANDIDATE_V29_GEN__C0136__EA7E367B8910F27C_8x6b_s917_d82991a22ac9	V29_GEN__C0136__EA7E367B8910F27C	8x6b	917	d82991a22ac9bc9af52064d0c9af7741ff9cc3115e9260102bdc4a5dceddb94c
CANDIDATE_V29_GEN__C0474__B55C57142B009093_8x6b_s1931_d83a562da40d	V29_GEN__C0474__B55C57142B009093	8x6b	1931	d83a562da40deb5ca3aceac143cefc92f9305c0e11cf74fed80c6cb2ddb12dc0
CANDIDATE_V29_GEN__C0136__110DAAD6E9F5E80F_9e6y_s917_d83cb72c6983	V29_GEN__C0136__110DAAD6E9F5E80F	9e6y	917	d83cb72c69836a8cd5902e4b603e41b99d8f98caeb955f0e63a260e9f0a9bf34
CANDIDATE_V29_GEN__C0102__9D9282C8AF7F99F4_8x6b_s917_d83e33203de9	V29_GEN__C0102__9D9282C8AF7F99F4	8x6b	917	d83e33203de946edead64ed182a7055b0e0a076a8c706d4b5a4edab6d509a45c
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00376__A_CENTER__H3__B01__M00_9e6y_s1931_d842f3fb1658	V29_RF__RFV1__PLDNANO_VHH_00376__A_CENTER__H3__B01__M00	9e6y	1931	d842f3fb1658768fa996c1c72649938aa4dbea3df5c4cd802340e35c619ec9de
CANDIDATE_V29_GEN__C0119__C53EA3377192607C_8x6b_s1931_d853eb70f82a	V29_GEN__C0119__C53EA3377192607C	8x6b	1931	d853eb70f82a76cd8eb769df05daf29a068c583113746ceb243f5dd63a40b907
CANDIDATE_V29_GEN__C0076__9F30CDD12DE6A554_9e6y_s917_d85f835bc8f4	V29_GEN__C0076__9F30CDD12DE6A554	9e6y	917	d85f835bc8f4d5e05bab44abcd0127693f0ad6e8a53d2e308ee91dfbf2ee17c3
CANDIDATE_V29_GEN__C0107__95DA22F23F914E45_9e6y_s917_d8624e80860a	V29_GEN__C0107__95DA22F23F914E45	9e6y	917	d8624e80860a8047bf7c4369b2154a090ef6e04550cf3e3737fb3a0179426867
CANDIDATE_V29_GEN__C0144__072A7D017E4E0323_8x6b_s917_d867fd988def	V29_GEN__C0144__072A7D017E4E0323	8x6b	917	d867fd988def0b489ef51192b4490dd4f5a0ba77d1cc72f76514dbced911100b
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__A_CENTER__H3__B09__M00_8x6b_s917_d87582b1f46d	V29_RF__RFV1__PLDNANO_VHH_00010__A_CENTER__H3__B09__M00	8x6b	917	d87582b1f46d8359591aa17aaf1af1c179bb9649003829ff7c926e6415dbca86
CANDIDATE_V29_GEN__C0150__B518112008BB581B_9e6y_s1931_d87d4dd7128d	V29_GEN__C0150__B518112008BB581B	9e6y	1931	d87d4dd7128d98fbb5f9134b0077150e3ba2d92338a7df8e58634d49fc5c07e4
CANDIDATE_V29_GEN__C0009__4EE352E4CE1619FE_9e6y_s1931_d883b09ffeb7	V29_GEN__C0009__4EE352E4CE1619FE	9e6y	1931	d883b09ffeb77e0da7292a1280d4e6cb5cbff99611773c6e45b38de3703f1ed1
CANDIDATE_V29_GEN__C0086__65539CBE89F49407_8x6b_s917_d88fbeb26a0e	V29_GEN__C0086__65539CBE89F49407	8x6b	917	d88fbeb26a0e089b54f2b10e572c540d19afd1f3eedb780adb447b3ba7aebccf
CANDIDATE_V29_GEN__C0348__FEB08EF62081F18D_9e6y_s1931_d892c1ac6307	V29_GEN__C0348__FEB08EF62081F18D	9e6y	1931	d892c1ac63079f19d8f6975fbb4736173b5c347044667a913c16bbcfcd7414bf
CANDIDATE_V29_GEN__C0176__B37E5943306AD0EC_9e6y_s917_d894895a3125	V29_GEN__C0176__B37E5943306AD0EC	9e6y	917	d894895a312500ecefa9cf7b0811c7ddd9014ccaa975acf26069bdd7575e2dba
CANDIDATE_V29_GEN__C0076__8E43754B783C27B9_9e6y_s1931_d898bcd0ae96	V29_GEN__C0076__8E43754B783C27B9	9e6y	1931	d898bcd0ae966a7bfb2251198b2aebe40ec33d224a6294d463a9ca7f839da133
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00376__B_LOWER__H3__B00__M02_8x6b_s917_d89ff2c09217	V29_RF__RFV1__PLDNANO_VHH_00376__B_LOWER__H3__B00__M02	8x6b	917	d89ff2c09217cfde0b90918f188db56178020108effe8d1989bb1e4cf8a2de26
CANDIDATE_V29_GEN__C0090__AE49A7407F58BA85_9e6y_s917_d8a152bf0f62	V29_GEN__C0090__AE49A7407F58BA85	9e6y	917	d8a152bf0f627c58d72049851a379d4efe7e8cae68747f303487b91c8e6b2777
CANDIDATE_V29_GEN__C0147__EE7AAD8DBC33C9E7_8x6b_s917_d8a3f9213d0f	V29_GEN__C0147__EE7AAD8DBC33C9E7	8x6b	917	d8a3f9213d0fc54c045cb9cd376a5f4ae93dc405c00ca59bf95cd4695ea2424d
CANDIDATE_V29_GEN__C0125__1201AEA3DE4F6051_8x6b_s917_d8a8fe48519a	V29_GEN__C0125__1201AEA3DE4F6051	8x6b	917	d8a8fe48519ad7d936bda34e4efed514ae30d122e1787a0b211bfc3429d83a35
CANDIDATE_V29_GEN__C0136__B33E060345E1E620_8x6b_s917_d8acba0871c1	V29_GEN__C0136__B33E060345E1E620	8x6b	917	d8acba0871c15ce40f4d2b90ec74ed243d28beaba997e713869030bee830666e
CANDIDATE_V29_GEN__C0502__D8B43653EEF19FC3_9e6y_s917_d8bbef5c0a48	V29_GEN__C0502__D8B43653EEF19FC3	9e6y	917	d8bbef5c0a486d4707e19418c1b1c45fad1b70e937edad1f6b16892f6e22bd8b
