job_id	entity_id	conformation	seed	job_hash
CANDIDATE_V29_GEN__C0196__279F9A9736728AE5_9e6y_s917_08212bdc76a6	V29_GEN__C0196__279F9A9736728AE5	9e6y	917	08212bdc76a6226f12f29c5878948725aeb02c249c2b49879606bafd081d6bf5
CANDIDATE_V29_GEN__C0348__40A6615AC96651BF_8x6b_s917_082513103004	V29_GEN__C0348__40A6615AC96651BF	8x6b	917	0825131030047434b3f0eff209566392e8a7f7efa1f1fbeba828a8c5a31b8786
CANDIDATE_V29_GEN__C0030__357ECD7F0B418F3D_9e6y_s917_08283fdcb778	V29_GEN__C0030__357ECD7F0B418F3D	9e6y	917	08283fdcb778d3642f1cae601b2bd343780a6b544aa8a4acbe86c04700dae134
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00481__A_CENTER__H3__B02__M02_9e6y_s917_0831164bf58f	V29_RF__RFV1__PLDNANO_VHH_00481__A_CENTER__H3__B02__M02	9e6y	917	0831164bf58f5a2f0bdb820609240a6e3f7ddd1442bd153eda782c6c324128fd
CANDIDATE_V29_GEN__C0074__13F75C89346C64C3_8x6b_s917_0832d66a51dc	V29_GEN__C0074__13F75C89346C64C3	8x6b	917	0832d66a51dc453e0f4e5f546f01b34339ca8f869ac78897509384e92923c1a2
CANDIDATE_V29_GEN__C0115__7C7EA503561B32B5_9e6y_s917_08354aebfe5b	V29_GEN__C0115__7C7EA503561B32B5	9e6y	917	08354aebfe5beecd9fed79e69b4e36b0fd21f7f72855616e6be87d94dfc65735
CANDIDATE_V29_GEN__C0139__22D9B18866AA471E_9e6y_s917_08375769a073	V29_GEN__C0139__22D9B18866AA471E	9e6y	917	08375769a073cc23a1d146d7cc39e1aa8874fee2f51cdaaa648869398c9d14d2
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__C_CROSS__H1H3__B07__M00_9e6y_s917_083caa210643	V29_RF__RFV1__PLDNANO_VHH_00895__C_CROSS__H1H3__B07__M00	9e6y	917	083caa210643e3037087ca2a1918d3a159bf7d65a25127aa84b1c76d5018b927
CANDIDATE_V29_GEN__C0146__C16CE911CCDEC4D1_9e6y_s917_084010382d64	V29_GEN__C0146__C16CE911CCDEC4D1	9e6y	917	084010382d647e506f28454f91314872c11792bd518412ceee889523837ab5c2
CANDIDATE_V29_GEN__C0138__0331D0A5B172ED6E_9e6y_s917_0846353ab030	V29_GEN__C0138__0331D0A5B172ED6E	9e6y	917	0846353ab03021e2632e93bad4c18b421952134d0b9d6681376ed45b51f1e14f
CANDIDATE_V29_GEN__C0502__76C3CA625811E867_8x6b_s917_084d808292a4	V29_GEN__C0502__76C3CA625811E867	8x6b	917	084d808292a4274af8f96a9bbc3b045260bd42fccef178ef63b360a11676fd66
CANDIDATE_V29_GEN__C0119__616AC55B10AC7F60_8x6b_s3253_084e397075ea	V29_GEN__C0119__616AC55B10AC7F60	8x6b	3253	084e397075ea6250b860b18a91354735928d268619eff2445c568f0a6ed3f70e
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00692__A_CENTER__H3__B02__M02_9e6y_s1931_08553b04c2f0	V29_RF__RFV1__PLDNANO_VHH_00692__A_CENTER__H3__B02__M02	9e6y	1931	08553b04c2f0ef5004c7ad14c43592e6ff1510817b980acde77b77808816031e
CANDIDATE_V29_GEN__C0079__460D0B94AA377C25_8x6b_s917_0856c454723e	V29_GEN__C0079__460D0B94AA377C25	8x6b	917	0856c454723e053553c6e14bd4887e9b40d07710cc840452a45977c0d7f135ab
CANDIDATE_V29_GEN__C0113__081A9EF92CD4BBB4_9e6y_s917_0858b15d1eba	V29_GEN__C0113__081A9EF92CD4BBB4	9e6y	917	0858b15d1ebabb36f6b4feb364207a02ee099cdb9d4e7c218c39b16eed9b8a20
CANDIDATE_V29_GEN__C0001__E596DE1A65860A45_8x6b_s917_085d3af001d6	V29_GEN__C0001__E596DE1A65860A45	8x6b	917	085d3af001d6632860e9fd2690286f0b3b6770093fbf4bdb955e63cb4695dacc
CANDIDATE_V29_GEN__C0072__E25DA53B19D5A819_9e6y_s917_086a35bc6626	V29_GEN__C0072__E25DA53B19D5A819	9e6y	917	086a35bc6626ec144e1039bb3bca36512ed098281b06dd95343d2eedffc53360
CANDIDATE_V29_GEN__C0418__90568275DAED88CE_9e6y_s917_08704dd6dd1a	V29_GEN__C0418__90568275DAED88CE	9e6y	917	08704dd6dd1a022fa5598545a93c58bf943723a52ed3897912876e11962eddde
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__B_LOWER__H3__B01__M00_9e6y_s917_08776cefae05	V29_RF__RFV1__PLDNANO_VHH_00010__B_LOWER__H3__B01__M00	9e6y	917	08776cefae053cc9280a15ed3d1e3a001af86e92afd4c8dc87cf12638197e1c1
CANDIDATE_V29_GEN__C0119__AF1C7074B32D0967_9e6y_s3253_087ee7ccc353	V29_GEN__C0119__AF1C7074B32D0967	9e6y	3253	087ee7ccc35372414a982c5b15dbc3c147de6b5e700136acd632f6c2d1a35803
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00464__C_CROSS__H1H3__B00__M00_8x6b_s917_0882102e9f0c	V29_RF__RFV1__PLDNANO_VHH_00464__C_CROSS__H1H3__B00__M00	8x6b	917	0882102e9f0c414fae9c7031da56dc8f6abb38d61cca263b2d3b596fe984fd70
CANDIDATE_V29_GEN__C0054__C40F6E9BCDB37FBE_9e6y_s917_08873b028984	V29_GEN__C0054__C40F6E9BCDB37FBE	9e6y	917	08873b02898427e17cab528f432115bab3ab0964af58c6cb00f1ff08bb92d878
CANDIDATE_V29_GEN__C0147__07EE98097958683B_9e6y_s1931_088a5250b9b3	V29_GEN__C0147__07EE98097958683B	9e6y	1931	088a5250b9b3dca550022e317bf324dbb286335cf3743325b959b0116d38537c
CANDIDATE_V29_GEN__C0079__A9EC91F6BD790111_8x6b_s917_08934161b84d	V29_GEN__C0079__A9EC91F6BD790111	8x6b	917	08934161b84d5797a21986a92096773072db32c9e50efcd4032190670e931be6
CANDIDATE_V29_GEN__C0354__E1022E8264792DE1_8x6b_s917_08a08d6ec6bb	V29_GEN__C0354__E1022E8264792DE1	8x6b	917	08a08d6ec6bbf5123bb4bceb574483e5a1fb24c5112a36098bf74940f0ce9e1c
CANDIDATE_V29_GEN__C0065__52048DD75EB23737_8x6b_s3253_08a6eb66084d	V29_GEN__C0065__52048DD75EB23737	8x6b	3253	08a6eb66084d7a4f80610cf0aedb9c22907095c36a4133af130038b25b085796
CANDIDATE_V29_GEN__C0418__E8811B13653944FE_8x6b_s917_08ac1b404bd3	V29_GEN__C0418__E8811B13653944FE	8x6b	917	08ac1b404bd3a6401ebd92aa35c55531bdd1bb8039a24ac2401af543e90ae50b
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00322__C_CROSS__H1H3__B05__M02_8x6b_s1931_08b0c5ef2b60	V29_RF__RFV1__PLDNANO_VHH_00322__C_CROSS__H1H3__B05__M02	8x6b	1931	08b0c5ef2b60575864722e110f3fdce8ce22ff4b8d255f33d1d5a12b5af4d035
CANDIDATE_V29_GEN__C0139__102CBD52DFE9F711_8x6b_s917_08b190143cf7	V29_GEN__C0139__102CBD52DFE9F711	8x6b	917	08b190143cf7464ada114508a02c00f1572fad1a8b8bef58b7ab8cba23152c3b
CANDIDATE_V29_GEN__C0144__96761F794E443F7E_8x6b_s917_08b2337b6c30	V29_GEN__C0144__96761F794E443F7E	8x6b	917	08b2337b6c30584e323f386fca4c1e2b32dd71e01677356b6502a657ed76f562
CANDIDATE_V29_GEN__C0171__42C7147C17B390D6_9e6y_s917_08b4111fd6a5	V29_GEN__C0171__42C7147C17B390D6	9e6y	917	08b4111fd6a5e1283b82c4c1544cbeb057265cb3773f6fb55534953110bda49f
CANDIDATE_V29_GEN__C0054__A0BBB37D55D358FB_8x6b_s917_08b8e95275c1	V29_GEN__C0054__A0BBB37D55D358FB	8x6b	917	08b8e95275c1f64898c46f8f119ee15fb91bc1d49ad8f025cbb5695d4852cff0
CANDIDATE_V29_GEN__C0348__E0440558943E91EB_8x6b_s917_08c1f54310c4	V29_GEN__C0348__E0440558943E91EB	8x6b	917	08c1f54310c4abb3661111c6eb515bd57641b07fe036f1889cf86ed513878d89
CANDIDATE_V29_GEN__C0079__26FE9EB05936F95B_8x6b_s917_08c66470bd5b	V29_GEN__C0079__26FE9EB05936F95B	8x6b	917	08c66470bd5b123793c1be70e0200d4c5875cefd88d358f0505a9281626d1689
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00322__C_CROSS__H3__B02__M01_8x6b_s917_08cca0b98426	V29_RF__RFV1__PLDNANO_VHH_00322__C_CROSS__H3__B02__M01	8x6b	917	08cca0b98426b4962d2e57f50df8ab06cbde80618d0b07223f030bad4ef0911c
CANDIDATE_V29_GEN__C0114__19BC33BCF02AF459_9e6y_s917_08d36f1a5768	V29_GEN__C0114__19BC33BCF02AF459	9e6y	917	08d36f1a5768768ea9f05935b9d6bf2e22878705162533b547e17366dc981602
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00616__B_LOWER__H1H3__B01__M00_9e6y_s917_08d7930746bd	V29_RF__RFV1__PLDNANO_VHH_00616__B_LOWER__H1H3__B01__M00	9e6y	917	08d7930746bd7a7e482a7066e17dcff00f555d9e99917cb8c3f5e25967435d1b
CANDIDATE_V29_GEN__C0107__634C7821503C2200_9e6y_s917_08dc75d4a8f0	V29_GEN__C0107__634C7821503C2200	9e6y	917	08dc75d4a8f09712467130c3ad9b6fe09ed63a69ac10b0c32bfd3910623b4d2a
CANDIDATE_V29_GEN__C0354__A71A30587B35EE1E_9e6y_s1931_08dd8cd2a91b	V29_GEN__C0354__A71A30587B35EE1E	9e6y	1931	08dd8cd2a91bedf32302f478fcc0b3b2c86dcd9636a318e113d67390a7368618
CANDIDATE_V29_GEN__C0030__422A903B52105E92_8x6b_s917_08e6991c5e98	V29_GEN__C0030__422A903B52105E92	8x6b	917	08e6991c5e98c029d5de5a053cba7bb159baf1f8ca4a3e74ad8a4b216aa22783
CANDIDATE_V29_GEN__C0139__49F27A49C0CB6735_8x6b_s917_08e9b69f8e2a	V29_GEN__C0139__49F27A49C0CB6735	8x6b	917	08e9b69f8e2a4318bfd9f1f96e9b9931979a5d1bd10e53327821216a4285590b
CANDIDATE_V29_GEN__C0079__6AE5835DF6FC04E1_8x6b_s917_08fbd72bb34c	V29_GEN__C0079__6AE5835DF6FC04E1	8x6b	917	08fbd72bb34c2d62b1aefc0a1d101ca17c3924fee836d64f0584fb8de757a0d9
CANDIDATE_V29_GEN__C0139__49F27A49C0CB6735_9e6y_s917_08fcce587083	V29_GEN__C0139__49F27A49C0CB6735	9e6y	917	08fcce587083ffb2e91bca473154937f7adc1c3681141ead756142b6118a5fb5
CANDIDATE_V29_GEN__C0409__A4357CF14C9772AD_8x6b_s917_08fe20967a55	V29_GEN__C0409__A4357CF14C9772AD	8x6b	917	08fe20967a55f78bfa2bc3cebbb741a183e73654012916b675e7b2d4623d9dac
CANDIDATE_V29_GEN__C0086__07508FB67273F9E1_9e6y_s917_08ff4ab6a9ab	V29_GEN__C0086__07508FB67273F9E1	9e6y	917	08ff4ab6a9abd28a174bc148375727ae93b8d8df54da39fd8e83c09f0d3bf66b
CANDIDATE_V29_GEN__C0090__F6CED4350073AC63_9e6y_s917_09045bf9498e	V29_GEN__C0090__F6CED4350073AC63	9e6y	917	09045bf9498e7a1c5b63a4d104ba6968e51f63fc419be87ef5cfabd849a181d8
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00616__A_CENTER__H3__B08__M02_9e6y_s917_0906de93042a	V29_RF__RFV1__PLDNANO_VHH_00616__A_CENTER__H3__B08__M02	9e6y	917	0906de93042a43a718dbc48a3daeb1c14b0f9915e55737f3c1879faa0c07bbca
CANDIDATE_V29_GEN__C0146__63C34340CDCCD484_9e6y_s917_090a5dbf885d	V29_GEN__C0146__63C34340CDCCD484	9e6y	917	090a5dbf885d23b0ff631a3dffc9b40c450625ef560a7648e4ce345197522bc1
CANDIDATE_V29_GEN__C0533__EF1DDB55C85B54C7_9e6y_s3253_090f9fadf355	V29_GEN__C0533__EF1DDB55C85B54C7	9e6y	3253	090f9fadf355aaa72cafc2bddcef89be6dffa53edc3aa2a4c619bdfa8478b820
CANDIDATE_V29_GEN__C0114__1C1B2914B243FFE4_9e6y_s917_091228bb1077	V29_GEN__C0114__1C1B2914B243FFE4	9e6y	917	091228bb10775313137661d51da2b720d2cec73e30133e7ad02f793f793d4ec4
CANDIDATE_V29_GEN__C0052__69CBBAC3F9ADACF8_8x6b_s917_0912d5046ffb	V29_GEN__C0052__69CBBAC3F9ADACF8	8x6b	917	0912d5046ffb45c91e3f44c7d6f8d0e49c6fe3cadc3258db91191baa90b33f55
CANDIDATE_V29_GEN__C0504__66092F9FB17C1D3E_8x6b_s1931_091a42f255f2	V29_GEN__C0504__66092F9FB17C1D3E	8x6b	1931	091a42f255f20d7791ee350107a758a55709ba3705cec7868890e78d267b41cb
CANDIDATE_V29_GEN__C0136__3CBA4F93D5F60E7B_8x6b_s917_091eb15a089a	V29_GEN__C0136__3CBA4F93D5F60E7B	8x6b	917	091eb15a089a2b73005ac41666db35b7bcbef0b99113cd76f6e8373f38780984
CANDIDATE_V29_GEN__C0248__5D40BF415AE39A88_9e6y_s917_09236ee3d81f	V29_GEN__C0248__5D40BF415AE39A88	9e6y	917	09236ee3d81f6e3003b88a1f4bbbdb13768d409670abdd4fc350f8bd449c358c
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00866__A_CENTER__H3__B06__M02_9e6y_s917_092858f370f6	V29_RF__RFV1__PLDNANO_VHH_00866__A_CENTER__H3__B06__M02	9e6y	917	092858f370f6652944b38f976510904affc4ca8c32e4c76ed473de11556b89f5
CANDIDATE_V29_GEN__C0527__757420B8D6F4821D_9e6y_s917_092cd36a370c	V29_GEN__C0527__757420B8D6F4821D	9e6y	917	092cd36a370c636c938a8670b12a1c76a7b3ee3cd7f3d9e38f7431aa9f58ad75
CANDIDATE_V29_GEN__C0171__99A44E65A5CAB958_9e6y_s917_093371824b0e	V29_GEN__C0171__99A44E65A5CAB958	9e6y	917	093371824b0ea405b4d6be13236becdb6d4f7587d783591d3f9ad6a5474b37b4
CANDIDATE_V29_GEN__C0195__6317C0068818E7A7_8x6b_s917_093aa2b4ed7d	V29_GEN__C0195__6317C0068818E7A7	8x6b	917	093aa2b4ed7d1a0a25b4b6c14995027e4a367bcb0829bf5d17ce6167631a9f8d
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00322__B_LOWER__H1H3__B09__M01_9e6y_s917_093e69a1522f	V29_RF__RFV1__PLDNANO_VHH_00322__B_LOWER__H1H3__B09__M01	9e6y	917	093e69a1522f034e1750cd619691f66fec8ec6365e4a6eb15523b23f38da506c
CANDIDATE_V29_GEN__C0283__267D9896DA5EDAEA_9e6y_s917_094592306549	V29_GEN__C0283__267D9896DA5EDAEA	9e6y	917	094592306549cb6d0b7c0e1c249deab3ed8ce7f79fe8e133c384d2195ab8dad2
CANDIDATE_V29_GEN__C0195__917F4065CF7E1C85_8x6b_s917_09496c843400	V29_GEN__C0195__917F4065CF7E1C85	8x6b	917	09496c843400c6630a96dd23e3f749d9efd698b8a565f0468c2f0206cec0f88a
CANDIDATE_V29_GEN__C0074__E9CC8ABAD7476BA7_8x6b_s917_094b931c18ac	V29_GEN__C0074__E9CC8ABAD7476BA7	8x6b	917	094b931c18ac8d5f41fffae4755761f8caa7a6eecb529061d69c5edec52c408f
CANDIDATE_V29_GEN__C0114__640D45EA45D6953C_8x6b_s917_09514979ac5a	V29_GEN__C0114__640D45EA45D6953C	8x6b	917	09514979ac5a3d4e57f3e1c006dfbf517e55166548fdb6129aea41045452d1d6
CANDIDATE_V29_GEN__C0054__657BEB9DC598FEEF_9e6y_s917_09532cc52cfe	V29_GEN__C0054__657BEB9DC598FEEF	9e6y	917	09532cc52cfe97810bc329050c9b35c6aac3bc9bff9a8002f25de747af1d9ba9
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00312__C_CROSS__H1H3__B09__M00_8x6b_s1931_09556567ab81	V29_RF__RFV1__PLDNANO_VHH_00312__C_CROSS__H1H3__B09__M00	8x6b	1931	09556567ab816f74f8aa6a92ae5db8f0762e1331769a539d64b592525256c40c
CANDIDATE_V29_GEN__C0324__2C98DD284C946F7D_9e6y_s917_095939ac3026	V29_GEN__C0324__2C98DD284C946F7D	9e6y	917	095939ac3026f654c6804aa27f2034b5d718e515b5f9893d4036f20f69f333b4
CANDIDATE_V29_GEN__C0136__7CDC6B9E49E3D92A_9e6y_s917_095acbc4d0da	V29_GEN__C0136__7CDC6B9E49E3D92A	9e6y	917	095acbc4d0daf609c2a330b9b9d3dd3383dc3001f59a9d213ba299a430822b55
CANDIDATE_V29_GEN__C0086__CBD2C5195B413051_9e6y_s917_09639fb89964	V29_GEN__C0086__CBD2C5195B413051	9e6y	917	09639fb899640ba938600d103bc65a45d89f24db41ec3b46faaff105f946da8e
CANDIDATE_V29_GEN__C0136__37C0BF965263AFF7_8x6b_s917_09680b0791f9	V29_GEN__C0136__37C0BF965263AFF7	8x6b	917	09680b0791f95284ffe6b498c93a4be8d4590506ff8154725e022c8b37ae34bb
CANDIDATE_V29_GEN__C0136__CF59471D8AA4225B_9e6y_s1931_096b5d10e000	V29_GEN__C0136__CF59471D8AA4225B	9e6y	1931	096b5d10e0001ce6173e40991d7a2bc289e2d7ae31ec02eef51aefa10249e0df
CANDIDATE_V29_GEN__C0030__5B926756C5BA5C26_9e6y_s917_097100d782b9	V29_GEN__C0030__5B926756C5BA5C26	9e6y	917	097100d782b99e9effc1990763c61800f7a69adeef67b7880d859923270cd0af
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00866__C_CROSS__H3__B10__M01_8x6b_s917_097ba59c3aa8	V29_RF__RFV1__PLDNANO_VHH_00866__C_CROSS__H3__B10__M01	8x6b	917	097ba59c3aa8e181f5c6ad8d547a7e20bf30b5bde7c32528a778f6c00ccbeaec
CANDIDATE_V29_GEN__C0054__709EF6F132B1F974_9e6y_s1931_0985351ee8f8	V29_GEN__C0054__709EF6F132B1F974	9e6y	1931	0985351ee8f8c06f0799ce855efa4d32e54f85088ad6f14b721ba80bdeeb7ada
CANDIDATE_V29_GEN__C0107__2EBE101D27B5A923_8x6b_s1931_09883d5e70d7	V29_GEN__C0107__2EBE101D27B5A923	8x6b	1931	09883d5e70d726a382c2e04eceb950dbb876caa794b6529a1fb54659ea78b4fb
CANDIDATE_V29_GEN__C0176__7ACA3C1D25CCB744_8x6b_s917_0992ddf7365e	V29_GEN__C0176__7ACA3C1D25CCB744	8x6b	917	0992ddf7365e23178dd6b25e4037ac0cde55351817da4ca55a132fce42030eaf
CANDIDATE_V29_GEN__C0106__16100804CAFB5B21_9e6y_s917_09995009d18c	V29_GEN__C0106__16100804CAFB5B21	9e6y	917	09995009d18ca5b1e011b77a24d8f7690f123481b04f31c88b3c2b650b80e439
CANDIDATE_V29_GEN__C0074__D2588B086B4C0D98_8x6b_s917_099c8780dd76	V29_GEN__C0074__D2588B086B4C0D98	8x6b	917	099c8780dd766d7cbf1974e02de26b773d53cf2a44347937ec727f8e7bf0ffb0
CANDIDATE_V29_GEN__C0147__D0250FE219D3958A_9e6y_s917_099dc5a0c100	V29_GEN__C0147__D0250FE219D3958A	9e6y	917	099dc5a0c1008f8a667107becf1456067af46cf56217aaf3cb9e98eff23e301b
CANDIDATE_V29_GEN__C0527__2094F17BD983272B_8x6b_s1931_09a1eaf8fdd4	V29_GEN__C0527__2094F17BD983272B	8x6b	1931	09a1eaf8fdd4baffae719043a27b3b0519dc233b4a8cf7d2bebfe422f14813a7
CANDIDATE_V29_GEN__C0113__94D9B1B895242606_9e6y_s917_09a438ea8a7c	V29_GEN__C0113__94D9B1B895242606	9e6y	917	09a438ea8a7c9d9bf9fb5d040a0fe69c1fc4d9b809b077f72b095e0f66001c9a
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00312__B_LOWER__H1H3__B09__M01_8x6b_s917_09aad87f5195	V29_RF__RFV1__PLDNANO_VHH_00312__B_LOWER__H1H3__B09__M01	8x6b	917	09aad87f5195e39d1bfb5b2fbd6c64e914b2790816b2e6f92647669877928ff8
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00456__B_LOWER__H3__B07__M01_8x6b_s917_09b0582e3251	V29_RF__RFV1__PLDNANO_VHH_00456__B_LOWER__H3__B07__M01	8x6b	917	09b0582e3251e48b468d7c078fd434d21f443190db60f2d63413a0fc274b25ac
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B11__M02_9e6y_s1931_09b5119ba36f	V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B11__M02	9e6y	1931	09b5119ba36fb375cda8d2b6c8d93ea1e951330f2c831d4bed0d009331801ff4
CANDIDATE_V29_GEN__C0304__5BE2363DFBE97E9A_8x6b_s1931_09b83836c8ba	V29_GEN__C0304__5BE2363DFBE97E9A	8x6b	1931	09b83836c8baae75d08b1b3df0469431abed5648e64b1fd9a6770f6aad58f84d
CANDIDATE_V29_GEN__C0001__FDB2106B2319D999_9e6y_s3253_09ba86efb948	V29_GEN__C0001__FDB2106B2319D999	9e6y	3253	09ba86efb948cddf576d78e1164faf4b1733a8906f244fd5fe514d6a4c9e5909
CANDIDATE_V29_GEN__C0176__7892626FE1D1C573_8x6b_s917_09bda3de2c92	V29_GEN__C0176__7892626FE1D1C573	8x6b	917	09bda3de2c9264f26ee49ffe7713c3e34d7b971a41d39a4a0e1a05df9272c7c0
CANDIDATE_V29_GEN__C0054__9DBA926AFED7062B_8x6b_s917_09c22765326d	V29_GEN__C0054__9DBA926AFED7062B	8x6b	917	09c22765326d48ad03477901184340a32fefe5da66ae6d32cb4ece89720709f6
CANDIDATE_V29_GEN__C0119__3FAF33A1DD2DF528_9e6y_s917_09c94a20630b	V29_GEN__C0119__3FAF33A1DD2DF528	9e6y	917	09c94a20630bd00769970f53b8db42d39c58af6d2516064bc66a549bf071c467
CANDIDATE_V29_GEN__C0171__543F71AE6C3E88CB_9e6y_s3253_09ccea96788f	V29_GEN__C0171__543F71AE6C3E88CB	9e6y	3253	09ccea96788f3c2cb8e34acc98db956e49cbe71047785c230c95a6c04398f3ce
CANDIDATE_V29_GEN__C0150__C82FA02ACF2226B7_8x6b_s917_09d21760264f	V29_GEN__C0150__C82FA02ACF2226B7	8x6b	917	09d21760264f5b295700b3106c4e7ed88c341a3ec3101714bb4d8bb1b227c3f9
CANDIDATE_V29_GEN__C0304__902798E829F19652_8x6b_s917_09d616115224	V29_GEN__C0304__902798E829F19652	8x6b	917	09d61611522497d78eb6cf9765f474956b83d3ece71221c591352d177f8d044a
CANDIDATE_V29_GEN__C0348__CEA675953DF8C791_8x6b_s1931_09de331c1848	V29_GEN__C0348__CEA675953DF8C791	8x6b	1931	09de331c184881592c64f2d03f5979642abe86f417c92a1ff164b3a655522360
CANDIDATE_V29_GEN__C0054__4875D04D3B95AE5E_9e6y_s917_09e78e8f3a4d	V29_GEN__C0054__4875D04D3B95AE5E	9e6y	917	09e78e8f3a4dab8ee324116ed10d7110bac8c80e1085dbb0b44b8297ad7c149a
CANDIDATE_V29_GEN__C0079__5014153F116ED2B9_9e6y_s917_09f01570e705	V29_GEN__C0079__5014153F116ED2B9	9e6y	917	09f01570e705c4ddd630374d2d9281e0ffdfef3e2a96ae35c150e976ef7a7dbe
CANDIDATE_V29_GEN__C0048__331064F368D59D66_9e6y_s917_09f177f531af	V29_GEN__C0048__331064F368D59D66	9e6y	917	09f177f531af2b05814fe1c0e63673ac0d670b6b4ec6b138b6ee462dae4abbd2
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00692__B_LOWER__H1H3__B00__M01_9e6y_s917_0a000bde5706	V29_RF__RFV1__PLDNANO_VHH_00692__B_LOWER__H1H3__B00__M01	9e6y	917	0a000bde5706331bb0a004e3e870706a348640f8a8c4404112b502c998e0b81a
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00322__C_CROSS__H1H3__B01__M02_9e6y_s917_0a0158dc25cb	V29_RF__RFV1__PLDNANO_VHH_00322__C_CROSS__H1H3__B01__M02	9e6y	917	0a0158dc25cbd4baf2342fe3543dfb48b22830803ac4eaf9996427de9c1ffaee
CANDIDATE_V29_GEN__C0090__5399396309EA5D12_8x6b_s917_0a04b910a830	V29_GEN__C0090__5399396309EA5D12	8x6b	917	0a04b910a83009387c40eba210e6757e618a9a4ded6167790e9dee0ba82ca4ea
CANDIDATE_V29_GEN__C0030__37A1735D524FA552_8x6b_s917_0a0fa03a6683	V29_GEN__C0030__37A1735D524FA552	8x6b	917	0a0fa03a668368b50e835a620e2702751dc34b417242e628a667abf9b18116e1
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__A_CENTER__H3__B06__M02_9e6y_s917_0a165d271fc6	V29_RF__RFV1__PLDNANO_VHH_00010__A_CENTER__H3__B06__M02	9e6y	917	0a165d271fc678b625feccf39806e2ec9bb61d468bc238d3f17533c9182026f0
CANDIDATE_V29_GEN__C0125__02BB0C6F6E744283_8x6b_s1931_0a1c256c50fe	V29_GEN__C0125__02BB0C6F6E744283	8x6b	1931	0a1c256c50fe089e7efbec05cbf5f3e2c3390741982aa389f7ebca3d40024e3d
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00456__C_CROSS__H3__B04__M01_8x6b_s1931_0a2514025979	V29_RF__RFV1__PLDNANO_VHH_00456__C_CROSS__H3__B04__M01	8x6b	1931	0a25140259795e34f0d45c52ca87983b505b6fe20391e8d3cdca5c92c335761f
CANDIDATE_V29_GEN__C0138__51C933B744E3EE1C_8x6b_s917_0a25f603eb85	V29_GEN__C0138__51C933B744E3EE1C	8x6b	917	0a25f603eb85c972120b801b6903e5d2ec3e9ce614f1242455128954bfa471b5
CANDIDATE_V29_GEN__C0409__1958175BF5889319_9e6y_s917_0a2a5ad2a72d	V29_GEN__C0409__1958175BF5889319	9e6y	917	0a2a5ad2a72d2ca6015d2370e58d69e0a83d78a636a08fe078fb332b192a2cff
CANDIDATE_V29_GEN__C0144__2AC78116E0995F18_9e6y_s917_0a2f5bfaee93	V29_GEN__C0144__2AC78116E0995F18	9e6y	917	0a2f5bfaee9347366314a6bd7dcda66306b77fec67fb26841f12f401310ea623
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00197__B_LOWER__H1H3__B11__M00_8x6b_s3253_0a2ff4ca270b	V29_RF__RFV1__PLDNANO_VHH_00197__B_LOWER__H1H3__B11__M00	8x6b	3253	0a2ff4ca270bb2aabd14748ba51632db850214dbc31378274613f6524818038f
CANDIDATE_V29_GEN__C0150__90DEF49657D5DDA9_9e6y_s917_0a311c235c4c	V29_GEN__C0150__90DEF49657D5DDA9	9e6y	917	0a311c235c4c9a38e747ca543debcf8c4761f7e553cecbc4aa290a50e8032198
CANDIDATE_V29_GEN__C0324__4D49E07F389E9A11_9e6y_s917_0a3296c69066	V29_GEN__C0324__4D49E07F389E9A11	9e6y	917	0a3296c69066d539a6be09b5cdeca70e6b09b2a5cae9fc0b0391d4900aff42b6
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__C_CROSS__H1H3__B01__M02_8x6b_s1931_0a369bec0913	V29_RF__RFV1__PLDNANO_VHH_00895__C_CROSS__H1H3__B01__M02	8x6b	1931	0a369bec0913b75912b2aa90c97e48a9db62dec5e9e9b9f9817f80bd23959925
CANDIDATE_V29_GEN__C0304__43CE9D340902C1FD_9e6y_s917_0a3ca2360977	V29_GEN__C0304__43CE9D340902C1FD	9e6y	917	0a3ca23609777432eb096a3d99127a1c4080449ed44be1fdd6a1bd43bf69ba54
