selection_order	node_index	source_shard	source_shard_selection_rank	release_rank	candidate_id	source_candidate_row_sha256	source_eight_job_ids_sha256	selected_four_job_ids_sha256
565	0	2	65	1139	NODE1GEN_069409_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb233_mpn05_arm_P3_qrg_L_backbone_P3_qrg_L_bb233_status_NEEDS_RF2_AND_DOCKING	444a0a77220d2a54766b1deb4cb186aa3bb497f66c80b2a6a3f3fa1d2d97678e	408e37c064ab8ba6d62218481258e8a4b08dd6d8a7a4d7ff8af658eec4164cc5	d0dd77baa5c70c6ad7f98964e76f79c66c85b655cb71d159c1882ecec319d27e
566	0	2	66	1147	NODE1GEN_118440_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qrg_L_bb151_mpn02_arm_P5_qrg_L_backbone_P5_qrg_L_bb151_status_NEEDS_RF2_AND_DOCKING	535bd7ed1207092ad2e2b1ab0a542a54b242e9ff51246294f6d4f5b0750507b6	dc7f626413f80f90a30ad3190c08669f34a4dbf770d3ed0a9b80928b4a26a626	87c422373d3fb7a7dcf1cd0907bee18774b0a77ac0d7bc8baf55539a3c152e51
567	0	2	67	1155	NODE1GEN_075148_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_ekg_L_bb011_mpn11_arm_P4_ekg_L_backbone_P4_ekg_L_bb011_status_NEEDS_RF2_AND_DOCKING	bf3b6724c3281855bdc1b1aeeac89fabdcfa667122a1293ea18c3184a137cb55	096ea6c87fee15c844447d1c21992a03fb1afb33dfafa3a4cae4b6af0a28ebbf	814f72a5e16abf8841de464266d440480a64f6bc6dafd037997505209310066c
568	0	2	68	1163	NODE1GEN_181449_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__7BC789647D10ACAE	646fd427a47427446b868266d58894d004e15aba1ec5a5ac84782bb9ccbeb16c	13f586ee20d001d075bf43e531d55c87ecc65c7cd8a3317bf1f9734363619202	cf9cfca94fcec306d35de23b305eab7b4899714da61821702df30ad2fbe73b05
569	0	2	69	1171	NODE1GEN_216941_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__F5FCFEA2855AB46F	502c21573d3202520e4b5b7147ac3a041fdb15a345086a25fa0b7260fff7bf06	2fb220d040b52b085c748efbf9a724a449ba6845dd0cd415c95ca30dd6f88c7e	321061544671c19cfa101f7f4718e0b5607f14186f7aecb0f1e174b716666a89
570	0	2	70	1179	NODE1GEN_117532_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qrg_L_bb073_mpn03_arm_P5_qrg_L_backbone_P5_qrg_L_bb073_status_NEEDS_RF2_AND_DOCKING	12dadd9ec80310310cc103245ba491a3899befe7413ea139c74f762caa80e471	c1ff03a50be4edbee512359df75fbe934ba386e6987af395d438f83dd597e40c	430d4101ad29c2073b3be52220e33b4439b9a5c6651c4ee0dd005dc069c14c72
571	0	2	71	1187	NODE1GEN_050153_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_ekg_L_bb012_mpn00_arm_P3_ekg_L_backbone_P3_ekg_L_bb012_status_NEEDS_RF2_AND_DOCKING	6780e556bab7702375d302a92f8215bcaeb2e7238f2dad2cbffc60d84d3773c1	79cd63a2df3b0515b1025a96701464582cd9c32fdd6a935aac4a10ad26551180	e3b2614bff0e895991d04c0c9a79c3cf3a003d84a69580dfa769d1507da943a0
572	0	2	72	1195	NODE1GEN_256338_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__09FA3BDA4E4B0736	28a7da523bbdd6f12a92b3f77e631b14e045d80848faf8879f167fecded32427	407ef963b20b5722a35a274db42bb8c78ae7f41eb74a57dbf96c0c7ea6f7ec9d	2fa849f15d3ce15edd6f0b06ef0595fd40d3551f87d150b3fce50a0377a05a2a
573	0	2	73	1203	NODE1GEN_067557_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb075_mpn05_arm_P3_qrg_L_backbone_P3_qrg_L_bb075_status_NEEDS_RF2_AND_DOCKING	1af583f4fce887931d84566c3ac397c2f7d3c73e72f5b03c080aa5cd8afb7432	7f94a845489a66886b11fa52cd65d13aca088b71792bee54fc9a3ba21c4a7ed1	fb075e35eac838a9792d4d71659d216f5dffc0813403fcf9cf820b812fb3d00a
574	0	2	74	1211	NODE1GEN_050729_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_ekg_L_bb061_mpn05_arm_P3_ekg_L_backbone_P3_ekg_L_bb061_status_NEEDS_RF2_AND_DOCKING	52c53bbdebeaceca7e1cb73b61a015def70f8cbdd723ee92ca980554513d35db	d3c7f6bc197ab75f878bd6b279edf5695bf1af095ec79aa2a616c6bec36c19fb	3a81b7af592e3312a1ff60ce6ec680194d457937746a0e6ba83907911e289d02
575	0	2	75	1219	NODE1GEN_180396_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__370D243F332E36A9	e6a6a0b4fe7047fa0799d1c914ad45eb11e5ff559480c582f085f86b4e8e3f90	b22e91754b0bec22205dcf2e02e4869c912f9101a6f416edb192841ef1be24a4	bd2287e7f6b37c43f1836a8107132451d317f457c1ec49fb00298bedfc479669
576	0	2	76	1227	NODE1GEN_100144_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb011_mpn00_arm_P5_ekg_L_backbone_P5_ekg_L_bb011_status_NEEDS_RF2_AND_DOCKING	bc0a2080deac9db0d7393df7b2c6e8cf6fd008dd0e1e89a84f449f8531ed5e18	158028614b9c7a97859e1d330b674b9cad430edda5034d59f3ea2b8cc13201dc	048ad8a3119f5b7948b848ae6478f1667e574c115b87b48e7349d089348d7fe7
577	0	2	77	1235	NODE1GEN_164880_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0B4E7891A342625E	c31dddc18ef71f1662c8b86efc996e8d519dc7da27463c41aa6a0613073f5737	142b75ef17bc4df04104d6f574014c4bbfacc2f9b32c7e50f3d7b25abf5e5155	9b72f4dcba03701f378e1937b88199ebd2f8caec093b6f5670a520adb1ae2e72
578	0	2	78	1243	NODE1GEN_059869_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qkg_L_bb131_mpn01_arm_P3_qkg_L_backbone_P3_qkg_L_bb131_status_NEEDS_RF2_AND_DOCKING	dbf08d7fd911a2896d74971fe40eafb079aa555052b296372b431075b2dd646e	fbbc0d455ec91a91942d51308d09fc2410afe4d4bfaff27c347a96e48e682cdf	bf8ffafab1af8db62946c71e0b4322387f75227aff515a9cc9b7d50a6eebacae
579	0	2	79	1251	NODE1GEN_091873_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb016_mpn08_arm_P4_qrg_L_backbone_P4_qrg_L_bb016_status_NEEDS_RF2_AND_DOCKING	9fca2994d15b2cda10de95d0f38f1bf5a0a4b655d95dd5b3642c620687ba30d5	7a365ec8d8ef76419a865edb7f33630ff1e0553d16596dfc0fd415b26c3490f7	43dbcbe75c53e25157c2f250519b93ea73e1b9ebe3250fa2d4829cb7db42e239
580	0	2	80	1259	NODE1GEN_192029_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__A6DC518603E3680D	7330e085d3c4de63344325cfa6feac658ec9c2dbc3c0bb2d818a4bf739e9a953	9a5a7ced89dfea388caf314012a3704ba641c65d1b7db397d6933d5975d20b16	4b864fe64b09e5389dde7b7aa8dac4be731384e85428eedaafdd450ce4266de8
581	0	2	81	1267	NODE1GEN_267500_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__983AC3E3E8F46046	b8ac182e505727260810005873d96e8d1773adeae62a928956e5f507bebcd118	61f6ca10ec47c6dc94ef6beabdde1534facea48e3aac8c331f0185ccd74687d4	7ceec1cf3bd68896dbbfb59551e0b76f03fea3fea6d076eab679d8d0868f0950
582	0	2	82	1275	NODE1GEN_145384_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qrg_L_bb319_mpn10_arm_P6_qrg_L_backbone_P6_qrg_L_bb319_status_NEEDS_RF2_AND_DOCKING	40d8289f00868cecc12c72fca3f1f9f8fe6d6f2efd81ed2f692f4a9ddd4d0df3	1b2686b49850d77ed5568f7c2f3afa0ad62abd2535e1b71397e4a74430f1366b	dddc98997cd6a29c784273f72fb5c228e960bfe890916ceb0f5ba289f8e89baf
583	0	2	83	1283	NODE1GEN_019729_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb258_mpn04_arm_P1_qrg_L_backbone_P1_qrg_L_bb258_status_NEEDS_RF2_AND_DOCKING	f726a8eeab88f13c8ae28e8a5974c9ed1fb4c4311aaceb20990f9d4cb4e5494c	2a6df31eaa3f3219e7ba65d224b60c671ce195c227c79a5fe83e897c0c0931ba	d44d1026a0d32afa159461070a07fb7418747765420c948516a24e151fa92b0a
584	0	2	84	1291	NODE1GEN_212353_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__F7D08D9113FD4691	a043baa1b61dc028178df7e0821d16578fd77c46a6eb3b033bc5b63adeec1903	1c0cecbf8a512d07a62c408ba837a6e8a179d7bae371dadc5453ff8567083b73	b6a997d4b123f1d6d5fc25c61c652f0b008b924fac87d1956751ed8f80c07634
585	0	2	85	1299	NODE1GEN_050640_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_ekg_L_bb054_mpn00_arm_P3_ekg_L_backbone_P3_ekg_L_bb054_status_NEEDS_RF2_AND_DOCKING	d566b57fec803d41521b4823edb2f049801afdd8f425fdcdaf24335a203c8ac8	ff6c5c409f16217f39a447d6eb1f4a3dcbec78b1055f451236323227e73aa632	ec1eaba1975de7dc5f052524ecc9c4b8738815e754618fa0738801b8aeca26f6
586	0	2	86	1307	NODE1GEN_271808_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__D3A267AEB2A2121C	9c766f9125cd12fdcf4218e102fe6d5fc23f4471ea32fb702c9d67d594fa124c	bdf6941694f9e2010b458a91308b751c1f258333d198489c57c99a73547f13c5	6c76ae6e785d4e78ae2a497c28a4033535305ff9464f2f6b79e5ddb624b3c94f
587	0	2	87	1315	NODE1GEN_174325_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__D6C04576D0B02DC2	070e81b6b75c354a0f1375f98a0724c203317141223293cbe0e2c868d07230d6	9d2ebe009706b6958c63cc92aadd674341a002bd8f0d60ef525b8fd03ad6da9a	754d9718d4879c82be64d9fd10501493f869a730940c56bd06bc3339056e7c7f
588	0	2	88	1323	NODE1GEN_051469_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_ekg_L_bb125_mpn06_arm_P3_ekg_L_backbone_P3_ekg_L_bb125_status_NEEDS_RF2_AND_DOCKING	514268ca042bbc2629f5a58fe5ad04d78bb313cebedf82754d3d0ab7e954d0d7	4499a248b814cdd1ad93a616cf307852a058dc758cdbbd5a5bacf1143a82507c	d0a32a30629eb66845418cf4cf94fa23f9d1364fdcbe07171bdaec2f90ecb9de
589	0	2	89	1331	NODE1GEN_178375_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__3EC1ECF96B5FCBC7	a9d451362cab9968a3fec39f3b9424e528715275114ef1d23383f0626f29fca9	4780b6eacc8c201093b532b3655c980983c819c234eef283641c923228cdeaf4	83657a1641590dc3bae060b53d9a607c1d4fefe31ca49727b6819337ab58595a
590	0	2	90	1339	NODE1GEN_236285_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__168C960B95CE5295	5ef350e932f7996e4c7482ba80051996e2e541c686fb530fc4ee4839aa6f76fb	f6fa2acca9a1d50adec8d0112a5e6f93083233159de50cf08dc204c2c7e7e8d8	fa8c792dcd9afe9ec6fadfb434ea1cebf494747d9a882c2bae58f4d4cf6bce4a
591	0	2	91	1347	NODE1GEN_111065_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb233_mpn07_arm_P5_qkg_L_backbone_P5_qkg_L_bb233_status_NEEDS_RF2_AND_DOCKING	43d18bc87fe0e4dcede4d8113e8023ffa244ff0314b5cd51934061aedc24d90b	2106aa71089b3a899bb748e81860796ba16144341bf94548016fdea614dd2a8c	35379b2c92bad89f1436edecc930164d0ff1eca84357c42e2863ffb1ea064f8e
592	0	2	92	1355	NODE1GEN_287728_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__707FB4F897E175CB	46e68083583b8058e20fb0f032afd8ec6355b32c7dc0b945f0db729e356c7935	65a643e32fd7256138c10fe078fa4b5f18cf3fb1634bb23f1040f14c4c000218	e408a8437645be8fb487b5881a44554fac832c280fe4f1e681aeaf58e22ccd82
593	0	2	93	1363	NODE1GEN_028732_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_ekg_L_bb319_mpn10_arm_P2_ekg_L_backbone_P2_ekg_L_bb319_status_NEEDS_RF2_AND_DOCKING	1ef6c5e3d153c4e6102a792f073b6431f9fade65545bf934e0124b2a6738bde4	7ade0c699725a55d4003324f87761bc5ca44bcc38ef23cec0b9e7c5a52fc4fd7	4d7f0a7bed78763d57b4325403e14411cc6858ef2502f4772ff4d87df8590c3d
594	0	2	94	1371	NODE1GEN_260061_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__61E9AB9543600ECE	cc8cee00a236b11436c6abb4e76b6d45f386b6b99c52e788672cf8faca9d2d3f	b77f1f084a5a6ca95dc055a7e8f146fe00a7d7d7b5dac8dbc4ccebdf566feb08	85aa9d53a07c654a4664b2258e512af8d4ab0871d75ee6af26892a92da6d5b6c
595	0	2	95	1379	NODE1GEN_026594_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_ekg_L_bb134_mpn10_arm_P2_ekg_L_backbone_P2_ekg_L_bb134_status_NEEDS_RF2_AND_DOCKING	a18b6d59296ceec59c6454ecd2ee97f7750b863b0a9148f228fa065f90470ece	1f15018118a3e0c07c0281751e9184d8ffbeb044e628eda2f68b849e0d6057ef	395602506d604c8fb93fa432552d00cdf1126875e5ecaad2144ddd924525f165
596	0	2	96	1387	NODE1GEN_205666_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__F9F0F8D3E91500B8	ea580451e0157769a4cdd9065649e33eab5c3e105741e77c2f21a75383fd7c19	4a7a8b721bf0341c8fe61be9074ffb6c6d8b39e44657bf9d02c0e423ce1e6123	5d226c532bda28994319d87957834b2982dd6c474b2b2759c1d82692c99ae592
597	0	2	97	1395	NODE1GEN_008568_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qkg_L_bb019_mpn05_arm_P1_qkg_L_backbone_P1_qkg_L_bb019_status_NEEDS_RF2_AND_DOCKING	7f110f5e3ace759d3953c86e5b3cc8181c87210f79f64a1ddb4462a53a6fdb42	ce8497f9c3370898ac792bc99bd6503fcd26468bf90af14def3f2e46fadb1d3c	a84e98ad084961a1f6b134440dcd08189fdde9111bcc4aece787cd5535f2d45a
598	0	2	98	1403	NODE1GEN_053870_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_ekg_L_bb334_mpn09_arm_P3_ekg_L_backbone_P3_ekg_L_bb334_status_NEEDS_RF2_AND_DOCKING	e37eabc6c892facf0cded6368455ae0a656ad2c8e4813b7f109f086da5a03b75	d4c6db23c19cf7440b74b4dc09c68e592ae45e3ba65bd83a2f046c8718523c37	81ee51f364faa3aeb3d1431d6ecd2c8e093382c86d7f21a1c3caa1e2cbbea4e2
599	0	2	99	1411	NODE1GEN_272501_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__3663753257535E79	04cd609e2334b2df3087c15ed29766db31a6b968cb811d24bf32628f72a111e6	03e9c613c70bba51717dccb6c543e1cd08480935e36f71cbc805ba86144960c5	94b9e407d9a0dad2eae7505b33d8f0c0960444beb958ea106f4b29ed12abc856
600	0	2	100	1419	NODE1GEN_160690_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0994BF6C6FECBEED	546126c71301f0f57e336bca3f5511e0f6e7263e79133dbdc5c23d2e32c6093c	a277b3bcb3215cf9eb5ced2a8fbf2d0431257f5f5ee275380bffd63f85dcab09	24ed71623af9ef0c7f1fc796980a06b98a8be34c3ee2b57caaa2da38876097ea
601	0	2	101	1427	NODE1GEN_061236_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qkg_L_bb249_mpn04_arm_P3_qkg_L_backbone_P3_qkg_L_bb249_status_NEEDS_RF2_AND_DOCKING	2e01cff0229c9596fb115aacde9714553ef4d11f52de48ef9ee6658f70f110f3	e142bf7212622bd7c8698096e60011014443b54e90a32d8818d58a1b26f6efa8	182bfd2e3d9260179c832cccd70a2c3d2f755ec6ed0f74147b23039c58570492
602	0	2	102	1435	NODE1GEN_192979_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__4BF71417952F34B2	67aaacae73f01c011e4c096c5359f60a3a3787b234436cd5fd23a742dc689399	2822d7f8bedcd530acae3efc560cd20480f0da9ce30f0018b4c023828da9837f	c2f532879e782f8f9992eea537f04722fee8174335cec7ec1545793063f1a691
603	0	2	103	1443	NODE1GEN_204827_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__1069120180B4FA77	e2ab1f506627be8facadba11aefb17f6a5779627f457d0d5abb58546e0bd44cd	5afabd9cb2cbb6300ad56c89844a77680339b98ecde206fe7bed42a826990e0a	d5c741740605e87858cb028e0a2b9f3e54d88cc1b7b15984889595fd6a21c3d8
604	0	2	104	1451	NODE1GEN_145321_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qrg_L_bb313_mpn10_arm_P6_qrg_L_backbone_P6_qrg_L_bb313_status_NEEDS_RF2_AND_DOCKING	7fe53e4fe8be07a7d34db97addd321fc68141f7c66de90d77d64eb9ea596a34f	d657934b9de845a160f1cd6ad5f46ef90e971170f8ef80e5088ac444c609f9ec	a43e7428c38da5d4e3c0f750b20f382ff4078db4e6998a47525a0907c98cbfe8
605	0	2	105	1459	NODE1GEN_181534_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0ECE6DDA7AC6BFF6	e0c29defd445277c92b1552a0d9ad6fc491e376cf7a1b143193b74522eb510e7	a81642f8130a8d1a547a199fd37fd981a675e2a88c77cefed664d33fe333b3cc	c13051f026adc836c6bf40044aaeb4d332920039b16119b80584c3133742bf93
606	0	2	106	1467	NODE1GEN_120789_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qrg_L_bb355_mpn05_arm_P5_qrg_L_backbone_P5_qrg_L_bb355_status_NEEDS_RF2_AND_DOCKING	a73365535e5d3d60f8a90bc9c71aa1c5c1fa7b145c57cb3db24297141aeccbd2	ef79a2a06ff2f133b2eb017d42c09234d588c14ef4ec34e9cd6a793e6f2f245e	1d76b40790b9b615e46eb9cbc55f823c86277b51a3119a1f19737d09e13342e7
607	0	2	107	1475	NODE1GEN_168152_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__523E10848447E6BC	331aa659a2b8cd3e1b324dcbc065a1614cef6e78d2905861e8f9557ab8fae094	eb2d667ce63af1d62d7b50fcba72bed32b2024f9c6c881c44deaa81ffb7cdef0	1337bf45097ee677fedcd9bd6ecd22d49d49093bd09d7fe197fb6e54b7c44aa3
608	0	2	108	1483	NODE1GEN_181049_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__CAD58E9C3749502D	80ee1ea1b2fc65b2522b261823f45e383d8eaee57203450da27a88d7b89014e4	b4cfb0fba2a98f47d47800f9fc659f591e07e09b4d8cb8f76823d68d7e4c9782	41e2f7e3d0079b38037a0a09dc49112840d038b951280c1ae9df5148e4c7ddc1
609	0	2	109	1491	NODE1GEN_109985_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb139_mpn00_arm_P5_qkg_L_backbone_P5_qkg_L_bb139_status_NEEDS_RF2_AND_DOCKING	cc62d13d04a6c1fa3bd6dfed61a31a78181c566afbbd16ba35bd04040fd9efbb	0e932095fbc9310527d985c2ad3f49989a55733e57a341aa202b410b9f5cbb8b	a1b608614f34b5d6c32d67302f3443357dd261bb1589a8d7e88fd94226c353ef
610	0	2	110	1499	NODE1GEN_012453_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qkg_L_bb355_mpn06_arm_P1_qkg_L_backbone_P1_qkg_L_bb355_status_NEEDS_RF2_AND_DOCKING	7bacb420ca29b839f6f29944c3b891c19d2233c97086a4e28e0ee05d321a7fb0	b2584f4c8245f3b49634f19ba11b7af1afdc8153051d3738ae0967124840cdbd	450ddb17c1506b626e91890ad29806a18ad17fc8820323dbb9548f8d89dc327b
611	0	2	111	1507	NODE1GEN_198992_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__455237F5C799B486	0dc73ded0eca8303594966b08cf92dca5d791d435d5cf466736fa2e57b83f3db	c9534a34bfbcf1100ec5cfbbbfad511097c69f88c76190df0b60bf12186819b3	043ec5343c47aa6768845ca3213cdd236af09f4180e4e2aec1c4fea45115beb1
612	0	2	112	1515	NODE1GEN_282901_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__7504B64F900B91C9	3dab5a7bc2e36395862d50383fc0035fbb1f699fcc49c5a9aedb101f1050d99e	0c6bd74d10057ba6b96dde650548a79f2a58624204bb977733b245a544a92e9b	26287f8529e988647c5a6b5b60decc0e45e6ade94608cd3fc62d5ea0c257fe6c
613	0	2	113	1523	NODE1GEN_214055_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__D2F5C1EB116409FF	705f7deb6e715a6cb77167494ecd8d6a367ddea3162289fa0c70f75369ee1f36	1c87e4eac1dcf7280665ce45c1ad2100bc7d7a6c35119c4b3f3d9a3ee0afac02	e81ae7268d9fccc8373340028fb73e033e0ecf5e19b5dc5d075becc5421cfcd2
614	0	2	114	1531	NODE1GEN_119489_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qrg_L_bb242_mpn01_arm_P5_qrg_L_backbone_P5_qrg_L_bb242_status_NEEDS_RF2_AND_DOCKING	43de2215dc6e1f3b4f67335c3e90cd9df308963607d870828c1890f44fce108d	9e95eece31824a8b70909b6232be42d2fed140cd97ed8bc965730dbe830f1d37	9afd7bb61a6406a499d8a2983e3664aa5a638e2c877ac62dfc5f39012a42787c
615	0	2	115	1539	NODE1GEN_222174_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__D6284C705BEE3D0C	254b6c85d5650fd6865fc8a9826571aa1f3a808075ce2b2e0208e18b2302b191	0007e73fca3d9a3483d9f98aab6a4d8d0748ebfcff141a8e932c2d3397264a49	8c2a78f7da914bdb2ef1732682bad1df7aa7f9dcee15acc3cae33970ae6dc0fc
616	0	2	116	1547	NODE1GEN_009923_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qkg_L_bb133_mpn03_arm_P1_qkg_L_backbone_P1_qkg_L_bb133_status_NEEDS_RF2_AND_DOCKING	2ebd8a0d516b8b95804aedae36094a401cd3e06a87f4051c43802afca7b80298	1f321dd690fefa501472c1b17b88c93282f0bfeff6683442ad6c8c93e21df5f6	e5e1ea6d2e6f822b0e52e97604f520dede50c441e4ce6f74d99c49f51f994c2d
617	0	2	117	1555	NODE1GEN_221238_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2828FA78235FC418	c34914fd13a97b1712620b815c5febd61e530ae9f1cb2798487829ed4b541999	ce1a6247d846862cd221cce3d31961d91e4471fe0a8f1021bd22787d0095c421	2c635d50949702c5105e33f13efd2f0f070bd1c3e59f675853dd180eb138163f
618	0	2	118	1563	NODE1GEN_034958_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qkg_L_bb138_mpn03_arm_P2_qkg_L_backbone_P2_qkg_L_bb138_status_NEEDS_RF2_AND_DOCKING	e1ced6d01a16571b64888bc845d9b2cef656dad9f0ce0ec2aa83b6a045e2d49d	ea1e44d239372e54f749475167695ded20dc3c84bffb5b16ae0dc2e9c60e5985	7ab2458ff68517eeb8be282e96461a8eefee969d09e24a5bc46a161f6f0f28c2
619	0	2	119	1571	NODE1GEN_052423_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_ekg_L_bb209_mpn03_arm_P3_ekg_L_backbone_P3_ekg_L_bb209_status_NEEDS_RF2_AND_DOCKING	73d556afcf46b754e4567fe0b2e19ba146b8bada3c4253ac9c83b4fe2427a01d	798a4a8fc87b51cc6575760c5d6be143f4c4a592b89c0cee5b7e0c6b33517863	ea0c8b8eadaeb7c26f0d365bedb063c163d7010499b1b9cee164259b7976bf1e
620	0	2	120	1579	NODE1GEN_027247_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_ekg_L_bb190_mpn11_arm_P2_ekg_L_backbone_P2_ekg_L_bb190_status_NEEDS_RF2_AND_DOCKING	107c5b0d163f36e22bdaa6b2860b90c81f47b7788a01f9b69003a0af75061e49	d4e151c65bf7b0a40f4a78909f48fa6c3b4ce0bb09e64e3a8d85d478aff95516	0699a5c39bc41c402b5572bada924c86029392d01670955282f2c811c8825510
621	0	2	121	1587	NODE1GEN_172362_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__BF95A79FA5838830	570dc5cc1763ebee31eb62f4297886995616299968ae85e24a94154404b96e34	e4af22f009dfec53a097362b0a0c77949c0d04dd3a0d65551164d85a3e8fb5d7	99370ecf4a4dd82cee4a04d85391e1ed7a11a1004da5e4e0b0561050ef6b9fb4
622	0	2	122	1595	NODE1GEN_143209_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qrg_L_bb133_mpn06_arm_P6_qrg_L_backbone_P6_qrg_L_bb133_status_NEEDS_RF2_AND_DOCKING	0837cabae56e42a5465870a29a0ddd2caf7e243e9d46d031b2bc17dc8a011007	711df46c43df5f9d05ffd890adc0b1d017fd39aab9c4969814acba1f1df722d7	2b273163706445c26a65531b1f7b1455636f838925cdaafe76997f02a593bb39
623	0	2	123	1603	NODE1GEN_170643_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__953FD8B190E63A80	68b7ad01a6d93e3bd4697be6686edd37830f10fef739d2e414f078ebb16c5197	1b82956433677de0ec30e7e47670c3f9cbcd1032608f486282bb09fffbd550bc	1da51a1ce7e500de07019441be97cf4e97819589d1166ee87756ffd80ac33aa2
624	0	2	124	1611	NODE1GEN_173130_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__47AC3C560C6A0EE7	83d91d7095a7bc04960c9e2cd740b2ddb663d694e6706208ad570b7eea1926d4	e8e33ebcb89fc6638f1d2dde6867ecb46862840ebf05f76764f35ba218414a1a	2cbcbf86bc617c5281c53ce2956e57b48b122390fb79f2d9c27940782853317a
625	0	2	125	1619	NODE1GEN_267903_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2B1C0654DC75EC6B	58d109370de6e242b5645ae5f7e9de5467a93a18cc9c9bb4b44aa1bc58035c56	29920d2bb2452ac1a1aa46ce26a0054d4ef46b704c74d3f8b1021d8e01cd0bac	4b92d99c82039ec421fe2144266ef3dfe495603e11a8ff762a45c2c6eacca2ab
626	0	2	126	1627	NODE1GEN_235409_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__62026F48CFFA5EB8	e1d9f71efc7fcc2394c710ffa29f6209c923cc2a7c5d7b41a272228c242bbaa1	1e6c390e01862a73f8b1a81df8909606afa4bb458f0d50c39c4384c87e1cb11c	17468808cc15234392b4ab8085a769d3e311b86c0bdabfde2d9559fe4ce3c269
627	0	2	127	1635	NODE1GEN_157028_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__4CD12D2A2AC0A687	f7f3d65bac06b0c3e0d02fcb8628b6c9624e44ab64455b80962619824ca257f4	4632b6d75050d79186e5b1e0d47c752730d19ae405c464cebd82b02061dae2be	1b578b5e6b41aa6e6fca30786c152e50d60b002cf03837a6f774197f9df8dc56
