selection_order	node_index	source_shard	source_shard_selection_rank	release_rank	candidate_id	source_candidate_row_sha256	source_eight_job_ids_sha256	selected_four_job_ids_sha256
1566	1	6	66	1167	NODE1GEN_212870_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__D2EF9DC61D745C70	6931e0525fd52a6a9464b867f103fd85b41d60a609cdddfdaac838d8923afc55	efd70f46da93262c21baa6b1b693a8165ef2025e0f9049c20e3b9ce6aae6703c	6f5e5ca01be09b9ef011c0d216d079adcd91bb4a0032f849675da286452fb4f3
1567	1	6	67	1175	NODE1GEN_177638_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__DB29221BE69B06CD	4f8cb904db606349e0b0f16f93b6e0f9c62111af424fdc9f90c2c1e30beba49d	bb2779eba2895eaa86c80bc239824d0cc595617d9a4849f7ff84c7eea85a7658	8431116716fb671c9a092745b9b5873d0bec26ddef1366c8c3e7d5fdd83e85ac
1568	1	6	68	1183	NODE1GEN_265021_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__BE21E6FD8FBC1CAB	e9d09d96d76ff985ebbfae69ab0ad9642e06e90f80d14fcbd37b86791975e2f3	6d8f8a2ce1b0d25197c88ca8113f71c36ef9e39709178da7fa708b8fd3c90995	c788cf298aa270a43ee47fce248e2b7659d5eb074104fc80d1edcf39f02c7e53
1569	1	6	69	1191	NODE1GEN_134550_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb100_mpn10_arm_P6_qkg_L_backbone_P6_qkg_L_bb100_status_NEEDS_RF2_AND_DOCKING	30852056430fd3cba7df9705ed79b110abe7ef21490e074ce64dc8d23ad3dce3	746cc49985dc033c16f7ed7f763bf3a0df04a356c17d24290893c4fa5ca363d4	a6ff401ede60f55e82ab01d1b5b05b95baabcf2311d750d9cb81225454f1981a
1570	1	6	70	1199	NODE1GEN_207244_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__EEAA7360FA0B279C	3e7a0f496f86bfb048c9fdd0351db07f33b2ae1776e4c9b7ffd04fc95fa98976	0a520424a9c631c04eb01290185df85837ee7f9eb2df0a9ba72dbc8e27aa57e7	602a92626ee3c625a283c9bd96720187d9ea5946cb1d4d5a5644d9fdd1172059
1571	1	6	71	1207	NODE1GEN_103922_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb337_mpn06_arm_P5_ekg_L_backbone_P5_ekg_L_bb337_status_NEEDS_RF2_AND_DOCKING	b79ea9096d2e738867f376381bc9c0874998d43e398aa18ad7caa27215dffe7f	a3f793e224e0eeb0e322f826a1acb2af4fa701a16f1a12ed3f92ffe2c19b7dab	e363eaa1322635c9519a0f5430d264dc05c284e6d98705a1b6841d9279657a61
1572	1	6	72	1215	NODE1GEN_001136_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb094_mpn09_arm_P1_ekg_L_backbone_P1_ekg_L_bb094_status_NEEDS_RF2_AND_DOCKING	542b6ec2c38954f83df31d47f46f68d89e7d6c0d70a4777a6a27c16989e4f0b9	c5b8c14af8eb9a0f9551bc17a455637db7743e66be11a86c88aa600585d6b9b2	d2383b518905e61569b06549dbe881a035fec214e87fe10c8fde793d151313a2
1573	1	6	73	1223	NODE1GEN_111243_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb249_mpn02_arm_P5_qkg_L_backbone_P5_qkg_L_bb249_status_NEEDS_RF2_AND_DOCKING	30835d16f867279725ddd7142c04a44071aeb3ebe58feadfe13633fa6a583591	11dbdab13508b16da354e71b6440e5f7cd156b8d7025a9f1053db4fab2d63cb8	fa7a6d59b46ae91e6a00e774df066cc9a1fac45e157d6c87bc1507c69f8a6b76
1574	1	6	74	1231	NODE1GEN_275483_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__B78624F6BC053DE1	01a1a4efecf341f25250918fbd7df5caac7f31d8b4dfeadcd485de2108a34f3e	b9fdb2c0d5fc37fb5866db69f30f176ef292e834837941e5dca38680925ec1c5	9982b469aa0fce029fdebbb39949044b5be815912c50b105c2884e024a8031f9
1575	1	6	75	1239	NODE1GEN_110533_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb186_mpn10_arm_P5_qkg_L_backbone_P5_qkg_L_bb186_status_NEEDS_RF2_AND_DOCKING	c5833e1f5675e04fcd3694d09f1a40edd27dda5c7ca454a9a91537dd66e94f09	f8aba0d9a6fa6fbe8cf7acdb0e758f63902465d01a7464165f07ec9af47fa882	c01dd570de75cb46b2e240e5d6886a1f675d2da610edf2068c3ca80b3dd44c65
1576	1	6	76	1247	NODE1GEN_193370_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__F486D0706D41FFB4	002b2b4187a344901872cd2a7c74cb6c71fda16f79d176adfbdfa044fde6bce7	9188902961ab79f2e7b8435dffdfc80e8a3ddade91c405db939bae02cebdb441	f952e84e8eb40c1c62885aad05bae8c663a9a16045a0e222e5b91a02e6ee548a
1577	1	6	77	1255	NODE1GEN_067347_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb057_mpn08_arm_P3_qrg_L_backbone_P3_qrg_L_bb057_status_NEEDS_RF2_AND_DOCKING	714e22330ed9cb9762806d1c78079727402fc095d36edbbb3a5a3fcb9583613b	c0e6218a24d274d84a197acd9f75414208b09a2db10da53cbf7659e90dcedb53	e0bc04ac1f2d6b5038f2611f8d165016699ad97a6ab7b25e1ef80cbd6b3301dd
1578	1	6	78	1263	NODE1GEN_125368_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb028_mpn13_arm_P6_ekg_L_backbone_P6_ekg_L_bb028_status_NEEDS_RF2_AND_DOCKING	47ee0a059052f778911188fac7936dbe96e3768caaf81ad73566c5437ce21210	a99e02baa65db8382a50c5ccd3b01fda043941855d96ec5470eb37b84fcfe6a5	d0f376b035a6c6c130974f8f87e47bb917a79143d197148a22b56258d3b5de41
1579	1	6	79	1271	NODE1GEN_209171_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__1BD685FA06E94AF3	e5a611d45420b4eccec178936dbeaa0f3cadc8ec0e6d430efe7de0b5584641b3	70848a6ddd01fbaedfdc53e76b76d3dca7882257f98c31832fc3b44f14f99d73	d6ffb9be455851ecdd2c409e6175e30519595726eb38b0a59507bdde21f8016a
1580	1	6	80	1279	NODE1GEN_198438_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__3E964D1FCBE304F3	06ff9501e0e3bca0890137f05b74352662773a7f41ed5350ce3fa2b7563f47b4	09a71a75cd286b5349186a1603eef829f0b832f16f3e85189d01d57ec1e7c0d3	10008fcf6f352153ed0dad736a456e7b9aae3ab29093d31309ccf9263727da3d
1581	1	6	81	1287	NODE1GEN_091929_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb021_mpn04_arm_P4_qrg_L_backbone_P4_qrg_L_bb021_status_NEEDS_RF2_AND_DOCKING	a584fa0cb5f39a6ae57f7bb78ead42d80e07cfacdc599966fa16952e26c7d3a4	4b003ee3bb285d8c5944d308d6f7b1596157d2251c36700e0c8cffd99e518cdf	e9b51a514f013377717409f011cdd557da42488f2481eff9cf5b298811ea7078
1582	1	6	82	1295	NODE1GEN_084387_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qkg_L_bb088_mpn07_arm_P4_qkg_L_backbone_P4_qkg_L_bb088_status_NEEDS_RF2_AND_DOCKING	5f1aa22cbd555136c7467f53751210a7679afc929c0180888fe75544be63ce46	cb0d0eaa43807ddf832f27fbe03c784b63760c730b63897e15a58db65543be30	f0a16e94c98fb3254445e27b10b320084272711fff64712bd590103561155927
1583	1	6	83	1303	NODE1GEN_093399_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb147_mpn06_arm_P4_qrg_L_backbone_P4_qrg_L_bb147_status_NEEDS_RF2_AND_DOCKING	8087da26aadb53582309850f441853ebdbca4eaec1a140d1ff76dfac84a9cb56	f8e0936ebc72aa51a498a464887015629faaefd63393e06dfe6877cc0f4a8aa0	704be1440626a59ec4fc55e491f9e34eda0b076325697bc44cb92b01e4e731d3
1584	1	6	84	1311	NODE1GEN_118489_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qrg_L_bb155_mpn04_arm_P5_qrg_L_backbone_P5_qrg_L_bb155_status_NEEDS_RF2_AND_DOCKING	30495505fdf707bab1685f126e1e3b69fba5880bff9de790ac4b6a4fd8ce7a6a	67f2250c29cfab0e9546186a491f046ccfa97de7adde839d644ff28fd418937b	12abe6b71418bd26cc3e8b81c70ba24b9ad9f49f0edf212b73e2fbed7c9be2d4
1585	1	6	85	1319	NODE1GEN_178454_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0FA8711BA32A48E7	e5a1655aaceef02421fb6b01bb7777f6a4225ab3d54b9f0d60af35005fd88b68	3b8eccbaa18083cb630687624bde0941ba393fb840c7688860c8309a5e4ef9f4	6bb367eb3220daa249225f553f5e6c97db4b6723a9a8df1a0d90767f9ae7533c
1586	1	6	86	1327	NODE1GEN_020784_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb355_mpn03_arm_P1_qrg_L_backbone_P1_qrg_L_bb355_status_NEEDS_RF2_AND_DOCKING	fba46a3904a4a4c1dd2bae2cbed1c3c11d239479afd7455ba114dec9b3264e29	77609ac90e20c62a8d3636137f35ecf19f751b70019c63d0a968b33d2221b3ef	13fe52fb24622e9695a1b18602578019a08bfc0810cd43899686be94f9cf8b46
1587	1	6	87	1335	NODE1GEN_091904_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb019_mpn03_arm_P4_qrg_L_backbone_P4_qrg_L_bb019_status_NEEDS_RF2_AND_DOCKING	ad2ef27ef045261ae40662cfc2050b3c69ced027a21edef1a77f0e874327c769	0241ff874f836e29560c2cba23141099fbe2cfbeeefd2065d397a297994b60f9	d4e1e5979458e2611eb5d173838fa43ae1be76dfb78fd632a2ba1f0134160494
1588	1	6	88	1343	NODE1GEN_083482_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qkg_L_bb011_mpn10_arm_P4_qkg_L_backbone_P4_qkg_L_bb011_status_NEEDS_RF2_AND_DOCKING	4e63ac3710b23a4745cfe5f05c25a35cd86608994b0b11242611bd893c6b149c	6f622b147affde51cfb1e853a89f550eb6ef41cce45e2a2100e3a6009832e724	ae85be65c93c2e5e7d617c51beec0e45b1d32095ed89e1324015f8c2ddcd1583
1589	1	6	89	1351	NODE1GEN_000577_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb048_mpn00_arm_P1_ekg_L_backbone_P1_ekg_L_bb048_status_NEEDS_RF2_AND_DOCKING	fbbc8c6e4332ce2d4464323ecc6573a5c4ee83a78338cc6280cd429d98ba8aef	b42071d690553b0a1f3bd9081b39ed44ad5a896bfa8e927f29304685797b9ec5	c6e3d638b04acb41261c7951133de0e7ef38f8dccdb9f4b13340fc9a97a7d4dd
1590	1	6	90	1359	NODE1GEN_068625_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb166_mpn00_arm_P3_qrg_L_backbone_P3_qrg_L_bb166_status_NEEDS_RF2_AND_DOCKING	78ece6427f8e4bd79811b5751861c31d4b04b509d2ff46f8b2d5b8c79eb9cf02	d294a3657967b71738e4d14e4d6f7321514edfb01ad33ba9aa7810dcb926c7a4	51cf88a98098d903ad195df6039c477271434eb0e8aff5a57143bc791c3a5683
1591	1	6	91	1367	NODE1GEN_044051_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb201_mpn03_arm_P2_qrg_L_backbone_P2_qrg_L_bb201_status_NEEDS_RF2_AND_DOCKING	f0324ffc171ad90e7af350d63eea6383548c3f23f694b4aae06810c21f5a0032	fb93c8a0ae5948852fba88fbea6da841027b4e6526f3a3b8946065ee56cb5c34	f044b82bb55c2644d70cb8e3cc2f03a60a4c8c92338a2ce478c10704eb831e86
1592	1	6	92	1375	NODE1GEN_219073_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8F4D58EE03246CD9	8151999a00ca128783e520384be96affd65da1aca87cf67aa0706a7a0adac369	8c5162d39ea32c28789aebbadb58f4bab734673cb7db83041480a266c9511bcc	3f2d906ecf78de844ee3994698b39ad51bc722d14f1f1594ed0b7adb6e0318cb
1593	1	6	93	1383	NODE1GEN_076066_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_ekg_L_bb090_mpn03_arm_P4_ekg_L_backbone_P4_ekg_L_bb090_status_NEEDS_RF2_AND_DOCKING	58bf7577d23c50f51db2bf73a0e907094dd69726591aa1a9c938c2fb0b5f26fc	60ee9922e908d1e8ac8831b85eab1535f97bd31df7e77f255b99c44d2aa2860b	f3da6b928858936d54b2138e4619dd276c6bc8ddfa01175360cd3bf6e38654ef
1594	1	6	94	1391	NODE1GEN_075155_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_ekg_L_bb012_mpn06_arm_P4_ekg_L_backbone_P4_ekg_L_bb012_status_NEEDS_RF2_AND_DOCKING	3b5a7e40b420aedbf57c23c836033f64a731a3eee8e73e14755e1cc516f60759	5b89236535461f2f58433a33fa919b4f8e7f3df3d9fbedcff1d10aea4dd941a8	5f16a8833dbbc231e0b1e49fa13606e3addea7cb9f8c587bf9ae0ca5d9cfd8c1
1595	1	6	95	1399	NODE1GEN_075364_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_ekg_L_bb030_mpn05_arm_P4_ekg_L_backbone_P4_ekg_L_bb030_status_NEEDS_RF2_AND_DOCKING	8a6e7d05cbe31816ab035ca1c9e25cbcafd8e166a3af17829edca8a27bf8cf4b	07ebe6c8a2e7efc93ebc648458f5380ef92eec22c99a47ec34f9c268bae70e7e	0ddc051036d9ba524df3f67707db0205da412158977e4b98e7f9bd89a030873d
1596	1	6	96	1407	NODE1GEN_067456_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb066_mpn10_arm_P3_qrg_L_backbone_P3_qrg_L_bb066_status_NEEDS_RF2_AND_DOCKING	15655a07a11cdd183f3ccb5a5dc454dd552a8f434156c8a098f42fbfbec2f86f	244b5668bb281399741a01dd22da750f1a0c2ad1ed7b8e1d9d3a6e4c88e3ce36	1e28c6c80b43b53e00dddbbe2bcc65d75026dd1ebd1e537f8dd8ed8c1e771850
1597	1	6	97	1415	NODE1GEN_172795_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8EEF261D166C7D27	731c018189edf9aacb871da4e826032784f30ed263b3255e013b1a951115f03c	c109e5855099a72408f8d9d28f7481d1bd0a0ea694dab6ab34cf4059252515f3	da91eae147adfa381870887a3d780bd891de0e88732ebd526d84ff1170937c23
1598	1	6	98	1423	NODE1GEN_126049_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb088_mpn06_arm_P6_ekg_L_backbone_P6_ekg_L_bb088_status_NEEDS_RF2_AND_DOCKING	7ce13e672128cf43615b79a7026a2cab405630f83317ce39a8b1c832d7666caa	c3a7b7ae2b4341db0ef29a578e3d76b76f96652c23d91a0b4bd995bd6de32b21	bc5b5a5a3887c929f6895c142120efe7e8a8f22a07328425ac9a4fe9b695f95e
1599	1	6	99	1431	NODE1GEN_052591_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_ekg_L_bb223_mpn05_arm_P3_ekg_L_backbone_P3_ekg_L_bb223_status_NEEDS_RF2_AND_DOCKING	19b40fc8c6afb2b44cc23c002c7c8d8cee997788717f87a1e0098817c90655e9	1b051faa89bde5b02f913a707a98bd1e90c32cadd2c8ecc1970942d506f89c94	2ad483b64d9082ee42ef1a49b05e3ec990a8ed9c9b5409d7faa7f05742c7b341
1600	1	6	100	1439	NODE1GEN_137268_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb339_mpn05_arm_P6_qkg_L_backbone_P6_qkg_L_bb339_status_NEEDS_RF2_AND_DOCKING	24d207d1a07e8a7c10ed8e24413c0190a7df5a3abdf33105ad0a9cf2ed5448c8	760067a87905ad75e85d4e13b47473e871de6d8c73927f19f4105aa8e60b6304	b90b73f20757f084be919731e7ff31f36a6eb9a627de6eed3ec8178c78c70858
1601	1	6	101	1447	NODE1GEN_173301_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__248D99E9727522B2	18334256c2800ab9b092efb7e9bc5e6a53c7694f38b8de5e09b00ea076fbd0a1	fe79f94ed28f734e71210797042b01cbe0be8ee60252add18dfe4279851632c5	9625aa508a4a21b92caf389320fac1575419a0761526d44da52baf87a1007a6d
1602	1	6	102	1455	NODE1GEN_205743_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0D0D67BF695B8717	d1b81ba3595ff2e856501cacdcc438f47dabd763c1415fd26a24c6b23886e62f	70b8c3012289e1041683905491e6c1d493435dabd3bf5258e70e1eb0114fa3a2	4375e153a4e72dacfd1a659af7d1d096b201e0e35c7568a3c70117ab86d8fd6c
1603	1	6	103	1463	NODE1GEN_190368_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__80158D4BBF20102F	446766f83cda0d5f6753e19910a038baca3eea4345e579133526c8472dad7d14	eaa8f3f68444ab2dda37882ed82827b15579edb43a7255cbcff95d30e43b0d16	3dcf02c13f14d9d1a2ae7bfe1bad5afe725ec123dcd6f3b477aee1282c9ace72
1604	1	6	104	1471	NODE1GEN_035117_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qkg_L_bb151_mpn11_arm_P2_qkg_L_backbone_P2_qkg_L_bb151_status_NEEDS_RF2_AND_DOCKING	48fb7745c32a492ece09d34fa776b189e75a2040660a9e4778aa30703e7e889e	32d4361d6dca8d21ed24c934b4a0129ca042ae4dfb399c3e7976007fb9fa43d9	a285961858a5d7123a5b8593549fa4b6717775b95b99a1c0fe611be88f59a64d
1605	1	6	105	1479	NODE1GEN_067314_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb054_mpn10_arm_P3_qrg_L_backbone_P3_qrg_L_bb054_status_NEEDS_RF2_AND_DOCKING	8d59148d655aa9bc54fbc13442e55009f2d15c0964f064bde1dc84fd08c56319	f30ceb6a23a5dc996116b9d57e4691034654d8b2adb93f216105707de08284c7	e5c0cc3cbbf4ee462c9afaa679624f1f89f0a9b8b6e86e10354e034adebbaeab
1606	1	6	106	1487	NODE1GEN_027750_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_ekg_L_bb233_mpn03_arm_P2_ekg_L_backbone_P2_ekg_L_bb233_status_NEEDS_RF2_AND_DOCKING	84bdbdb70ce9372519c729eba3d5e36137f4dfc1516d72d5a6daa27807dd6387	3af6c7a15de5316343872c2a555d32e6b9bd1eda405376478ec4b1ebad9529d7	634f7e071bc253433719e38a374d2345245296c426b8f860587ea77c4b46fa63
1607	1	6	107	1495	NODE1GEN_152083_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__89E9ACE8F375F5E1	dda5d5a8b961ffbe135711767ca69ea1b314c62bb2bd0ab7acf6f7a4d4f08338	a6c83332492caf9a941dad3b1bc94520da44acd9acefba9cfdb4a0d19032d711	61fb5859bfa8daf737c59b70662cce49999a8092ef3ff61f29aafac9de2eaf05
1608	1	6	108	1503	NODE1GEN_157199_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__C718CB34BE561128	20a4700a0197088d9d4332541c3305b2df512d0d1f3473d5f105320f4c7f4b84	e55a77741a3b2d931c62c854d95520f59a713583dc883197917ef575a719387b	dc9dfb78f8cf0c0085c13506a052f67eba1d143aefef1f697821d41b0d0d5e6e
1609	1	6	109	1511	NODE1GEN_142938_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qrg_L_bb109_mpn01_arm_P6_qrg_L_backbone_P6_qrg_L_bb109_status_NEEDS_RF2_AND_DOCKING	d66f3c5c0899968635e8de3d8e8757cc83498c5902c0877d84209d9bd06b97df	63e06f2720f9f269d6f6acd8bc4d9bc8290bb2418c6c7bb92c98246f096c860b	e723d19f1a32c0316c68639fa76c1777216252c91e96c625ae6dfbff739fd71f
1610	1	6	110	1519	NODE1GEN_058971_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qkg_L_bb054_mpn00_arm_P3_qkg_L_backbone_P3_qkg_L_bb054_status_NEEDS_RF2_AND_DOCKING	0328c8044a243d1c621beed0c5909ca03a1f15a17a798c0b5c1b84a4594ebd64	4c3d856d7b019788d307af26de8aee1a09704e78e7b31d1cf58f8e6f02a718a1	859d24bf9212ba9e48fe9ba746a7d74ef3eab01a11b5eb77907a68d6f47a4999
1611	1	6	111	1527	NODE1GEN_095288_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb308_mpn09_arm_P4_qrg_L_backbone_P4_qrg_L_bb308_status_NEEDS_RF2_AND_DOCKING	5befb662c84bb38808d45e8f7dca57f92288a3a76d844abafa8f8690ddbeb812	ad0cefdb694ee5badbe30f0e830fd0760c4dd08b0e7ddfffbf407e963bd0cfb1	d4a8ff2d68d900e1dec8c001dc406265017650b71cd417793bf9828749b821ed
1612	1	6	112	1535	NODE1GEN_144346_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qrg_L_bb230_mpn09_arm_P6_qrg_L_backbone_P6_qrg_L_bb230_status_NEEDS_RF2_AND_DOCKING	7a9660379aef2e7d7ae4aa7b59e823957c8c893af719360ca6d7145e39ab4bfb	d5d7c057220371fe3d3a9a2c36cb436e7b4cc985544b2225512af9a1877e56fa	0b1d73cd3035529f21798eee189937158c054926f340ebd38e613edfe9a859f6
1613	1	6	113	1543	NODE1GEN_109089_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb063_mpn04_arm_P5_qkg_L_backbone_P5_qkg_L_bb063_status_NEEDS_RF2_AND_DOCKING	9ea2eb647ec0dd9795dcd13b2cf83a6b71707a0970312a15aa5958c9f9c1eeed	353b51d9366c3e4718ce71de428973dbf00625680f559372f8c60cf50b749a22	40dbf3b7484ffb364a1579bc15b2e2eb940426ebb0afd8fa18a4b1300c82afeb
1614	1	6	114	1551	NODE1GEN_142739_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qrg_L_bb090_mpn12_arm_P6_qrg_L_backbone_P6_qrg_L_bb090_status_NEEDS_RF2_AND_DOCKING	45fde5f1120d944eb522a55e63a3d7704fc7a0723e922a2c449a9abbd7d3076e	521184cbae1044f2786af2b76620e736a76dd2bcbc8aae3925343e31d99ce3a5	2773b8659d69a1929f8862fd141a22ae1a65ad502d43b37650376ce6564d7ae5
1615	1	6	115	1559	NODE1GEN_217306_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__A1BCEEF78A230DF9	50c24741334a1c80c3d190a13d5aca54dfb1dfb2b2d62e2b41560b6eae3d9e23	66f062df88a88fb90a93aefac1ae6f7a03541ccd1358782eed89be6b6150a1b5	28e6fbf3dbf3326b2725b7eb22cf0d4206030e4f80e2b975d46998b8c63613d1
1616	1	6	116	1567	NODE1GEN_067139_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb039_mpn05_arm_P3_qrg_L_backbone_P3_qrg_L_bb039_status_NEEDS_RF2_AND_DOCKING	b75ae20ac7829567e3bd63dc75021086b847b3771e0d195b649a463ce88ef447	b855d741c0deaa29d736b234747aed3a044879f3b9e90fba3dfb2799bb7284a8	a83816da1d41aa6adbfcf16855938ac8df5d507a9ded33b4db28f58bcabba980
1617	1	6	117	1575	NODE1GEN_136305_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb255_mpn08_arm_P6_qkg_L_backbone_P6_qkg_L_bb255_status_NEEDS_RF2_AND_DOCKING	3aa1e137842025740eff3f679c8e90b7418d72bbceffe7d995f35005886d69a2	7750708f02ac12af4f43ac9a434d8312537c0f70ee89ffaeb2772f9031d679b8	1df12e866d7d42d347e1f43b165acc469252c8087cdd6d5826ded79940a8c9e2
1618	1	6	118	1583	NODE1GEN_180320_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8D619D9DE4340C3C	4940c185a4e861bdbdc552ddaa90253c933fbfa5d62e26a167206e3144443cdb	116930a3c4e5bea3e68e4944c1bc6f1f0b9a9299d5e62d23df29cfad622c4daa	ca5e2b1793de48ffc19f2c7e3a5a2dd0ea56d4a974452e72ad609f9ebe9ee1d9
1619	1	6	119	1591	NODE1GEN_163402_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__CC18A09CAB25B953	a82826e5a115ca8606b9bef2adac97c513fef9bd2e4b5c1307fb4bae2d968441	b3b27174c0daf25b0c4099d3db242f65ddf5d1e1ef4c7774881d942db53faa0e	b194f6f85c98f7489b5983c68974ffc1d15fe9595695c3edd3d17e2b804d06b2
1620	1	6	120	1599	NODE1GEN_242080_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__968BA3411A9E9964	bd9e103e665b32a1c37aaa6f021e868166d23a497a5ce945dd8a340e4b9f9d45	c4411ad0445aab2b5ef4769354e7532bad0e5874e33102dfa0269c12db0d100b	28f1e084f77f4c4dd4cd8bfc6e1a17f61bf53ff87c5e33b7240b6d2947f857fa
1621	1	6	121	1607	NODE1GEN_213683_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__00F4E186310D006C	d3ff57c029eee93c152781a2dc79c20314647fcf2faa791b903d7149a479e5f2	8bd62dee934bd81c6834c2c6463957db1e1ba84d122416991a60fac528d36ac1	2334c41ba3f1e006620fef9528ca823731a4a49183e27c3315956f44ca0834f0
1622	1	6	122	1615	NODE1GEN_176000_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__BEAFD17BA226F22F	79bf9e0d4a23b4a386c441edbf5ea99374ea2509356f317474f40d88f31db67a	ecb2614472f125c8661d57c4d886e043820b0dd2d3ed8c9e6d27a991b0f9ec9f	c195d9c7a97c313781c46a83ffbab0804c5c3688c5a91cc9c0fe3c034058f932
1623	1	6	123	1623	NODE1GEN_019048_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb199_mpn03_arm_P1_qrg_L_backbone_P1_qrg_L_bb199_status_NEEDS_RF2_AND_DOCKING	4d0b021807f45940a93aa81c9dc4c5b1aa13c5bac4b3552dbe5fbbab0c24b5a8	e0a6234dd3a0150851907741f570123819b37e4a1936eac6b7b2bdd837a91f01	f99ec50d6651b4afbf57ee96630418212bd3d235a09c01e7ae2db68c8e83219b
1624	1	6	124	1631	NODE1GEN_101466_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb121_mpn03_arm_P5_ekg_L_backbone_P5_ekg_L_bb121_status_NEEDS_RF2_AND_DOCKING	f02dd1aa134a3ae8a2c9b37ea201b102e0e6ba068ff0ddb552b1b7c2abacc044	4184eea25c0a298566d68f836373c2158a3a5b7fb2cce9d4350fff7c521d3e2c	9f4a1442d2b1f5851525e0be7b6c2467d815039ca2615bc41a1659bf3c107706
1625	1	6	125	1639	NODE1GEN_242447_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__34A830E68B88C21C	095a8b67a98bd17e43ad46ff7fe473c749d5e63db007f5b3497c01e9a77ef6f5	c653baeb54b61c0ea3f772ca4806b0b90ead9f20d1c93289bb4778bc2bac614f	02ecb17d81a178b2872a58aa0fabf33b51b5edef7b15e8b49e7e8279e3b3016f
